,title,type,similarity,duration,sale,date,bgm,language,genre,public_time
155,無糖S-夏季网红很仙的衬衫潮流痞帅七分袖衬衣宽松小雏菊短袖衣服,饰品,0.70710677,12,151,2020/7/5 1:19,Party Train (Remix) - DJ.Eivin一文,英语,Dance,2017-10-09
156,瑜伽形体训练开肩开背棍矫正驼背棒（24小时内发货）,车品,0.77955955,12,11000,2020/7/5 1:20,一生与你擦肩而过 - 阿悠悠,国语,Pop,2019-11-07
157,现代卡通电表箱装饰画北欧风餐厅电闸开关壁画轻奢玄关配电箱挂画,家装,1.0,12,98,2020/7/5 1:21,爱的期限 (DJ Candy版) - 祁隆、Candy,,,
158,《黄金屋》过得刚好 郭德纲正版 包邮 ,图书,1.0,112,29,2020/7/5 1:21,失而复得 - 顾y泽,,,
159,剁椒老坛酸菜香菇脆笋香辣竹笋雪菜笋丁油焖笋230g*2瓶,食品,1.0,27,378,2020/7/5 1:23,轻快 - 胡伟立,英语,Pop,2009-08-25
160,206加菲猫套装-男,服装,1.0,11,1410,2020/7/5 1:24,蜗牛与黄鹂鸟 - 卓依婷,国语,Pop,1997-09-07
161,7285涂鸦短袖,服装,1.0,15,252,2020/7/5 1:27,只要你过得比我好 - 群星,国语,Pop,1989-02-01
162,时尚logo款男士T恤,服装,1.0,54,707,2020/7/5 1:27,正宗老王 (片段) - 最佳男配角,,,
163,YQ 203 耳环 三生三世  三天内发货,饰品,1.0,15,112,2020/7/5 1:28,梦中情人 - 陆正信,,,
164,正版奔驰双层拖车运输车合金车模,车品,1.0,25,65,2020/7/5 1:29,We Are Perfect - Cristian Marchi,英语,Electronica,2016-09-05
165,2020新款夏季文艺棉麻民族风仙女裙绣花纯棉大摆刺绣收腰连衣裙,服装,0.7694780999999999,21,67,2020/7/5 1:30,下山 - 要不要买菜,国语,Pop,2020-07-15
166,豹纹衬衣短裤套,服装,0.70710677,7,1301,2020/7/5 1:31,爱情错觉 (DJ小鱼儿版) - 半吨兄弟,,,
167,JUSTCC  卡卡正品U型吊带,内衣,0.70710677,10,83,2020/7/5 1:37,天也不懂情 - 馒小蛮同学,国语,Pop,2020-03-05
168,上新啦！今年超火的一款绸缎面板鞋特色的定制绸缎面料  内里全皮,运动,0.7729085,7,108,2020/7/5 1:37,情人知己 (片段) - 车厘子的车车,粤语,Pop,2020-07-03
169,HX字母连衣裙,服装,1.0,10,155,2020/7/5 1:38,我应该去爱你 - 兮姐,国语,Pop,2012-08-24
170,Espace净站磨砂膏去角质鸡皮肤疙瘩毛囊滋润蜜桃身体嫩白全身葡萄,医药,0.6577533,40,1525,2020/7/5 1:38,我和你 (Live片段) - 皮卡丘多多,国语,,2020-06-20
171,058女士衬衫,服装,1.0,18,19,2020/7/5 1:39,只宠你一人 - 张厦、曾媛媛,国语,Pop,2018-02-08
172,【一茶】大明王朝1566 上下两册,图书,1.0,154,1120,2020/7/5 1:40,Turn Down For What (JIN Bootleg JIN Bootleg Pack) - JINACTION,英语,,2016-02-18
173,韩国东大门2020夏季净色撞色边气质显瘦减龄单排扣甜美宽松上衣女,服装,1.0,8,554,2020/7/5 1:40,两个世界 (片段) - 张茜,,,
174,碎花长裙,服装,1.0,11,12,2020/7/5 1:41,酒醉的蝴蝶 - 崔伟立,国语,Pop,2019-08-07
175,香域湾网红冰淇淋柠檬茶桃桃珍珠奶茶杨枝金露15支+6杯+4筒组合装,食品,1.0,50,308,2020/7/5 1:42,劳作的春夏秋2 - 阿鲲,纯音乐,Soundtrack,2014-05-04
176,7-1万佳秒美衣,服装,1.0,8,1,2020/7/5 1:43,大天蓬 - 有幸来过,国语,Pop,2020-01-19
177,新歌初学最爱流行经典弹唱,其他,1.0,27,91,2020/7/5 1:44,远帆 - 冯玉,国语,Folk,2018-09-03
178,【反季清仓】原599 双面羊绒大衣女中长款赫本小香风毛呢外套,服装,1.0,6,166,2020/7/5 1:44,洪荒之力 - 沐泽,纯音乐,,2018-11-23
179,BS高原七彩菌汤包 七种干菌集合 美味高营养 100g/袋,食品,1.0,17,210,2020/7/5 1:46,酒醉的蝴蝶 (DJ版) - 若涵,国语,Dance,2019-09-27
180,素衣客2020新款夏季修身改良旗袍印花中国风旗袍,服装,0.8944271999999999,24,37,2020/7/5 1:49,风筝误 - 刘珂矣,国语,Pop,2016-01-05
181,波点蕾丝修身连衣裙,服装,1.0,52,150,2020/7/5 1:52,走着走着花就开了 - 卓舒晨,国语,Pop,2018-12-15
182,胖子短袖套装男夏季宽松薄款加肥加大码短T五分空调裤休闲运动装,电器,1.0,34,656,2020/7/5 1:54,回到夏天 (片段) - 爱写歌的小田,国语,Dance,2020-06-01
183,潮流破洞男士9分牛仔裤,服装,1.0,9,3,2020/7/5 1:55,상어를 사랑한 인어 (爱上鲨鱼的人鱼) - 赵冠宇,韩语,Pop,2005-12-23
184,小鱼鱼新款2020夏季女装复古碎花半身裙松紧高腰气质大摆小香风女,服装,0.7694780999999999,8,118,2020/7/5 1:56,伟大的肩膀 - 新旭,国语,Rap/HipHop,2011-09-20
185,短款连衣裙,服装,1.0,12,10,2020/7/5 1:58,Señorita - Shawn Mendes、Camila Cabello,英语,Pop,2020-01-17
186,赢销特种兵之实战篇,图书,1.0,49,3230,2020/7/5 1:59,Cooking - AShamaluevMusic,纯音乐,Soundtrack,2017-02-11
187,【雅北好物】磁力自动咖啡杯旋转冲奶,家装,1.0,12,97,2020/7/5 2:02,フンフンギターだよ、らき☆すた - 神前暁,日语,Soundtrack,2007-10-26
188,JWZQ40510玖姿外套MWB,服装,1.0,8,22,2020/7/5 2:03,MFBTY (Remix) - 肖宇帆,,,
189,视频中露肚脐连体裤套装,服装,0.63867325,6,58,2020/7/5 2:03,容我自救 - 岑日珈,纯音乐,Pop,2020-04-25
190,米米告辞t,其他,1.0,14,28,2020/7/5 2:04,个人简介 - 安全着陆,国语,Rap/HipHop,2017-06-18
191,纯色重磅衬衫女短袖2020夏季新款宽松绣花v领缎面上衣潮S-3XL1202,服装,0.6098339,9,406,2020/7/5 2:04,爱情里没有谁对谁错 - 吉他的天空,国语,Pop,2008-01-29
192,可伸缩铝合金 单面双面一体功能梯子,家装,1.0,17,215,2020/7/5 2:05,人生天涯路 (DJ版) - 司徒兰芳,国语,Pop,2020-06-09
193,爆款时尚双肩带斜挎包,文具,0.70710677,7,296,2020/7/5 2:06,你的样子 (片段) - 小倩,纯音乐,Pop,2020-04-10
194,时尚衬衫穿搭,服装,1.0,6,39,2020/7/5 2:07,渡情 (加快版DJ) - 左宏元、张慧清,国语,Dance,2020-05-18
195,雨哥家 00320# VV,其他,1.0,28,25,2020/7/5 2:08,Buttercup - Jack Stauber,英语,Electronica,2018-12-12
196,背带裤两件套,服装,1.0,10,329,2020/7/5 2:09,点歌的人 - 黑妹,国语,Pop,2020-03-21
197,YQ  330  夏季必备 牛油果绿 耳扣琉璃花,家装,0.57735026,16,120,2020/7/5 2:10,Lego House - Ed Sheeran,英语,Pop,2011-09-09
198,金以琳家花朵一脚蹬牛筋底单鞋,鞋靴,1.0,10,691,2020/7/5 2:11,赤羚 - 等什么君,国语,Pop,2018-09-27
199,NUTREND诺特兰德炫彩摇杯诺特兰德EAA复合肌酸AAKG,医药,1.0,44,1,2020/7/5 2:13,Hyper Confirmed - 未知,韩语,Rap/HipHop,2020-07-07
200,小鱼鱼新款2020夏季女装衬衫时尚洋气后系带雪纺上衣圆领短袖T恤,服装,0.477937,8,65,2020/7/5 2:14,野狼disco (粤语版片段) - 很美味,国语,Rap/HipHop,2019-09-02
201,中长款羽绒服,服装,1.0,7,27,2020/7/5 2:15,只要你还需要我 (DJ何鹏版) - 小曼、何鹏,,,
202,MJJ背带裤两件套,服装,1.0,11,1850,2020/7/5 2:21,想让全世界知道我爱你 - 兮涵、DJ泽安,国语,Dance,2017-08-30
203,康师傅红葱头葱香排骨味泡面方便面整箱12桶,食品,1.0,65,31,2020/7/5 2:24,집에 가지마 - GD&T.O.P,韩语,Pop,2010-12-24
204,单肩漏牛仔均码198，六扣白短裤138,服装,1.0,10,500,2020/7/5 2:25,青春里不知疲倦的向往 - 张茜,国语,Pop,2019-08-06
205,海盗桶玩具叔叔大号插剑木桶刀喷射搞怪创意减压解压桌游,玩具,0.53114736,30,337,2020/7/5 2:26,愿得一人心 - 小小洲,国语,Pop,2012-09-22
206,LS南瓜短袖连体衣,内衣,1.0,9,1770,2020/7/5 2:27,Oops - Little Mix、Charlie Puth,英语,Pop,2016-11-18
207,洋气女士小包包2020新款潮时尚百搭菱格链条单肩包夏季网红斜挎包,服装,1.0,9,988,2020/7/5 2:28,情深深雨濛濛 - 鱼大仙儿,国语,Pop,2001-03-01
208,男女通用沙滩防晒遮阳帽可折叠细纸辫CCMHAT品牌面罩防飞沫鸭舌帽,美妆,1.0,11,10,2020/7/5 2:28,快手刘叉叉背景曲子 - 虞姬、一人众天、7妹吖,纯音乐,Pop,2020-04-16
209,《Q04》印花T恤B,服装,0.70710677,26,5,2020/7/5 2:29,妹妹你等着我 - 德惠他宝哥,国语,Electronica,2020-06-10
210,希哥家单肩斜挎宽肩带休闲包包百搭款包包,箱包,0.8560698,9,418,2020/7/5 2:31,旧梦一场 - 周森,国语,Pop,2020-04-22
211,海米 雪纺短袖小衫,服装,1.0,8,825,2020/7/5 2:31,情歌虽老却动听 - 花姐,国语,Pop,2020-06-05
212,欧韩简约背带裤大码牛仔,服装,1.0,10,1720,2020/7/5 2:32,嚣张 - en,国语,,2019-08-07
213,1119#松紧腰显瘦阔腿裤,服装,0.63867325,30,1433,2020/7/5 2:33,情歌虽老却动听 - 小阿龍,国语,Pop,2020-06-05
214,方领泡泡袖连衣裙女夏季收腰短袖气质褶皱长裙洋气蕾丝花边A字裙,饰品,0.70710677,9,98,2020/7/5 2:34,同样 - 藤柒吖、十柒qi,国语,Pop,2020-03-19
215,2020新款条纹T恤,服装,1.0,19,6,2020/7/5 2:35,浪子回头 - 大石桥联盟,闽南语,Rock,2017-07-28
216,海南无核荔枝4斤,食品,1.0,26,295,2020/7/5 2:36,Romeo's Tune - Pajaro Sunrise,英语,Folk,2006-01-01
217,自粘装饰画客厅沙发背景墙山水国画鸿运当头油画办公室壁画仿边框,文具,0.70710677,16,142,2020/7/5 2:37,鸿运当头 - M-Girls,国语,Pop,2016-12-01
218,泡泡袖连衣裙66209,服装,0.86243534,10,76,2020/7/5 2:38,国王与乞丐 - 华晨宇、杨宗纬,国语,Pop,2017-01-01
219,16付妩媚手工精绑成品双钩,饰品,1.0,15,2110,2020/7/5 2:39,旧梦一场 - 阿悠悠,国语,Pop,2020-04-22
220,HX字母连衣裙,服装,1.0,10,155,2020/7/5 2:42,我应该去爱你 (DJ版) - 兮姐,纯音乐,Pop,2020-05-20
221,哥弟女装短袖t恤女夏V领镂空针织衫薄款女夏季A300752,服装,0.70710677,16,66,2020/7/5 2:43,緊張 - 六三四,国语,,2019-09-09
222,高弹清凉T(送挂件）,数码,0.87401694,15,336,2020/7/5 2:46,爱的太深也是祸 - 一只舟,国语,Pop,2018-05-02
223,【反季特价】原349 韩国小姐姐毛呢大衣女中长款韩版气质呢子外套,服装,0.81649655,8,277,2020/7/5 2:48,Another Day - C.A.R.L（칼）、RuDi,韩语,Soundtrack,2019-07-14
224,玖姑娘《耘硕说鞋》限量珍藏版图书礼盒 球鞋文化类,图书,1.0,46,20,2020/7/5 2:54,The Party Troll - D1ofaquavibe,纯音乐,Dance,2013-02-20
225,嘉绒姐姐阿娟女士博拉套装,服装,1.0,15,4,2020/7/5 2:55,三国恋 - Tank,国语,Pop,2006-02-24
226,702#短袖西装套装,服装,1.0,20,1303,2020/7/5 2:55,宠护 - 王理文,国语,Pop,2018-07-27
227,小鱼鱼新款2020夏季女装小香风冰丝上衣短袖简约大气时尚韩版潮女,服装,0.6484996999999999,10,333,2020/7/5 2:56,其实我想说的还有很多 - 鱼大仙儿,国语,,2019-06-24
228,尊皇御格  韩版休闲  62016,服装,1.0,19,2009,2020/7/5 9:22,再度重相逢 - 伍佰&China Blue,国语,Pop,2000-10-06
229,依妮琳8625刺绣前短后长休闲装,服装,1.0,6,316,2020/7/5 9:23,大眼睛 - 梁红,国语,Pop,2004-12-29
230,男款短袖套装 文字刺绣款,服装,1.0,12,883,2020/7/5 9:23,杨花落尽子规啼 - G2er、黄诗扶、国风堂,国语,,2019-05-23
231,香辣可口携带方便，外出旅行不可缺少,运动,1.0,20,306,2020/7/5 9:25,一念心清净 - 巫娜,英语,,2010-06-09
232,欧版气质针织衫,服装,1.0,7,324,2020/7/5 9:27,想起了你 (片段) - 王恰恰,,,
233,LINE FIRENDS卡通浴室地垫家用进门卫生间门口吸水地毯防滑脚垫子,家装,0.6099686,17,880,2020/7/5 9:30,Mojito (片段) - 妖蝠,国语,Pop,2020-06-12
234,视频中上衣和百褶裙套装,服装,1.0,7,108,2020/7/5 9:31,"1,2,3,4 (원,투,쓰리,포) - LEE HI",,,
235,芥末花开中长款短袖t恤女港风字母印花宽松体恤上衣ins潮下衣失踪,服装,0.6098339,19,106,2020/7/5 9:31,The D Machine (DJ版) - Croatia Squad,国语,Pop,2020-06-24
236,习酒 · 陈酿500ml 经典版首发价 每瓶998元【买6瓶发整箱】,食品,1.0,28,2020,2020/7/5 9:34,大哥走路怕过谁 - 二咖(东北话配音),,,
237,S66蝴蝶女童小皮鞋图案可爱,鞋靴,1.0,7,470,2020/7/5 9:34,有何不可 (墨佰雪) - 华语群星,,,
238,气质小西装套装女宽松短袖夏季新款时尚休闲小西服短裤薄款套装,服装,0.6098339,26,25,2020/7/5 9:37,Time Back - 虞姬、圈妹,纯音乐,Pop,2020-05-09
239,2926旗袍2件套,服装,1.0,10,40,2020/7/5 9:38,Where Is Your Love - J. Lisk,英语,Dance,2017-02-06
240,空军运动休闲鞋男女情侣款小白鞋全白奶白红两色,运动,1.0,67,24,2020/7/5 9:38,匆匆那年 - 王菲,国语,Pop,2014-11-05
241,2020夏季新款时尚女装洋气收腰显瘦小白裙,服装,1.0,7,3,2020/7/5 9:39,花雨落 - 任然,国语,Pop,2019-04-26
242,牛仔高腰阔腿裤608,服装,0.63867325,26,147,2020/7/5 9:40,孤芳自赏 - 网络歌手,国语,,2019-08-01
243,阔腿显瘦休闲裤百搭长裤领口上衣简约时尚两件821,服装,0.57735026,6,8,2020/7/5 9:40,灰姑娘 - 卓依婷,国语,Pop,1994-06-01
244,湖南农家自制豆腐乳850g/一坛,食品,1.0,18,305,2020/7/5 9:41,喜悦 - 卢小旭,国语,Pop,2012-12-10
245,橄榄核雕核尖十八罗汉手串男女士手链纯手工,饰品,0.70710677,7,35,2020/7/5 9:42,中文山曲的士高 - DJ,,,
246,贝拉动物长条枕,玩具,0.57735026,16,3592,2020/7/5 9:48,万有引力 (DJ蒋先生、DJ妖狐jc、DJ李安芳版) - DJ,,,
247,湖南特产美食桃江竹笋原味笋尖300克,食品,0.70710677,17,5080,2020/7/5 9:49,花灯游 - 封茗囧菌、洛少爷,国语,,2016-06-07
248,康师傅红葱头葱香排骨味泡面方便面整箱12桶,食品,1.0,65,32,2020/7/5 9:55,집에 가지마 (不要回家) - GD&T.O.P,韩语,,2019-06-10
249,海盗桶玩具叔叔大号插剑木桶刀喷射搞怪创意减压解压桌游,玩具,0.53114736,30,337,2020/7/5 9:57,非酋 - 薛明媛、朱贺,国语,Pop,2017-07-09
250,洋气女士小包包2020新款潮时尚百搭菱格链条单肩包夏季网红斜挎包,服装,1.0,9,988,2020/7/5 9:58,情深深雨濛濛 (片段) - 鱼大仙儿,,,
251,香秀的美妆店 zenn神仙高光修容鼻阴影脸部提亮瘦脸土豆泥闪粉盘,美妆,1.0,19,998,2020/7/5 10:01,MAMAMOO-WIND FLOWER（AKEN Remix） - AKEN,,,
252,厚底帆布鞋,鞋靴,1.0,10,400,2020/7/5 10:02,让我做你的眼睛 (热搜版)(DJ小猫多鱼版) - 子芮,国语,Pop,2018-08-27
253,MY001袖衫,服装,1.0,23,4,2020/7/5 10:02,走江南 - 亦伊,国语,Pop,2017-10-12
254,优雅气质连衣裙,服装,1.0,34,12,2020/7/5 10:04,For the Damaged Coda - Blonde Redhead,纯音乐,,2000-06-06
255,气质高档旗袍式连衣裙,服装,0.7694780999999999,8,3,2020/7/5 10:04,风的季节 - 梦涵、梦涵,粤语,Pop,2009-04-09
256,蓝绮儿2167时尚牛仔连衣裙,服装,1.0,41,4510,2020/7/5 10:06,sans. - Toby Fox,纯音乐,Soundtrack,2015-09-15
257,"8872#（25码，26码，27码,28码需要拍单3天）新款高腰显瘦阔腿裤",服装,0.63867325,9,1090,2020/7/5 10:08,The Cure - 泽亦龙,英语,Pop,2017-04-16
258,方领泡泡袖连衣裙女夏季收腰短袖气质褶皱长裙洋气蕾丝花边A字裙,饰品,0.70710677,11,102,2020/7/5 10:08,同样 - 未知,国语,Pop,2020-03-19
259,06月22日10点新品专用链接/抢先加购/新品请下滑到详情页查看,其他,1.0,10,0,2020/7/5 10:09,园游会 (节目) - 欧阳耀莹,,,
260,麻将席DIY沙发垫带孔加厚牛筋条凉席修补线配件材料,车品,0.70710677,138,23,2020/7/5 10:11,田子坊 - 接个吻，开一枪、TSAR,国语,Pop,2004-08-03
261,香域湾网红冰淇淋柠檬茶桃桃珍珠奶茶杨枝金露15支+6杯+4筒组合装,食品,1.0,50,311,2020/7/5 10:13,劳作的春夏秋2 (氛围音乐) - 阿鲲,,,
262,【反季清仓】原599 双面羊绒大衣女中长款赫本小香风毛呢外套,服装,1.0,6,166,2020/7/5 10:14,洪荒之力 (改版) - 沐泽,纯音乐,,2019-09-18
263,转运珠套链,饰品,1.0,6,15,2020/7/5 10:15,Just Dance - Lady Gaga、Colby O'Donis,,,
264,六粒扣牛仔裤,服装,1.0,10,258,2020/7/5 10:20,愿得一人心 - 赵海洋,国语,Pop,2012-09-22
265,【自然旋律】氨基酸洗面奶洁面乳深层清洁除螨去痘控油去螨虫面部男女150g*2,电器,0.6666666,15,2088,2020/7/5 10:21,Happy Ending - Ludwig Amadeus,英语,Pop,2004-05-13
266,安迪推荐【气质套装】,服装,1.0,9,72,2020/7/5 10:22,凤凰展翅 (DJ小黑版) - 司徒兰芳、小黑,国语,,2020-02-18
267,背带裤套装女洋气格子直筒裤减龄卡通印花T恤两件套2020夏季新款,服装,0.57735026,9,96,2020/7/5 10:23,单车 - 庄心妍,粤语,Pop,2001-03-29
268,半身裙套装小清新甜美洋气减龄小个子显高鱼尾短裙两件套h1821,服装,1.0,14,17,2020/7/5 10:24,花都开了你来不来 - 艾丽娅琪琪格,国语,Pop,2020-05-19
269,LJ 家用不粘四孔煎锅,家装,0.6099686,13,741,2020/7/5 10:27,一千零一次我爱你 - 刘亦泽,国语,Pop,2020-04-15
270,条纹笑脸短袖,服装,1.0,9,375,2020/7/5 10:27,有什么可惜（烟嗓版） - 张萨,国语,Pop,2020-05-16
271,南帅空间  直播高档手动多功能主播桌 电脑桌 升降桌   学习桌  ,家装,0.6324555000000001,34,3,2020/7/5 10:28,My Love - 网络歌手,英语,Pop,2020-07-10
272,尊皇御格  韩版休闲  62016,服装,1.0,19,2060,2020/7/5 10:30,再度重相逢 (中四版) - 伍佰&China Blue,,,
273,斜纹超薄天丝刺绣小菊花牛仔短裤,服装,1.0,9,493,2020/7/5 10:32,感谢缘分让我们相遇 - DJ,国语,Pop,2000-10-06
274,8013气质醋酸绑带衬衫连衣裙,服装,0.7694780999999999,7,225,2020/7/5 10:33,呼吸决定 - 网络歌手,国语,Pop,2020-05-09
275,欧版气质针织衫,服装,1.0,7,324,2020/7/5 10:33,你是空你是空 - 刘士鸣,国语,Dance,2020-06-23
276,冰丝网红爆品小性感旗袍,服装,1.0,8,102,2020/7/5 10:35,烟雨蒙蒙 - 李茂山,国语,Pop,2001-03-01
277,【村意】广西酸臭笋红油酸笋即食下饭菜220克,食品,1.0,34,751,2020/7/5 10:35,儿时 (DJ阿祥版) - DJ、阿祥,,,
278,贵妃壶400毫升,家装,1.0,11,330,2020/7/5 10:36,消愁 (吉他女版) - 玉儿,,,
279,气质小西装套装女宽松短袖夏季新款时尚休闲小西服短裤薄款套装,服装,0.6098339,26,27,2020/7/5 10:47,Time Back (抖音枪声版) - 未知,国语,,2019-11-10
280,纯色重磅衬衫女短袖2020夏季新款宽松绣花v领缎面上衣潮S-3XL1202,服装,0.6098339,9,406,2020/7/5 10:49,爱情里没有谁对谁错 (Live片段) - 吉他的天空,,,
281,纯羊毛大衣中长款,服装,1.0,14,32,2020/7/5 11:03,可不可以 - 张紫豪,国语,Pop,2018-05-03
282,樱桃泡泡 22102连衣裙,服装,0.63867325,7,3551,2020/7/5 11:06,胆小鬼 (片段) - 小阿枫,,,
283,针织纳米天丝超大弹力衬衫1888,服装,1.0,11,22,2020/7/5 11:07,口是心非 - 杨小壮、鹏鹏,国语,Pop,2020-03-02
284,MJJ背带裤两件套,服装,1.0,11,1850,2020/7/5 11:07,想让全世界知道我爱你 (mix) - 兮涵、DJ泽安,国语,Pop,2017-02-22
285,拼色英文短袖,服装,1.0,9,865,2020/7/5 11:10,旧梦一场 (DJ新南版) - 阿悠悠,,,
286,短袖t恤女夏打底衫白色mm超火ins潮2020新款韩版猫咪字母衣服体恤,服装,1.0,9,499,2020/7/5 11:11,点歌的人 - 小阿枫,国语,Pop,2020-03-21
287,《Q04》印花T恤B,服装,0.70710677,27,5,2020/7/5 11:14,妹妹你等着我 (DJ何鹏版) - 德惠他宝哥,,,
288,轩椽阁 纯铜香炉喜上眉梢家用室内创意仿古茶道熏香炉盘香炉摆件,家装,0.6099686,30,154,2020/7/5 11:16,大団円 - 川井憲次,国语,Electronica,2020-06-10
289,《九宫格摄影》带你系统学习摄影，全面提升你的摄影水平！,文具,0.70710677,6,137,2020/7/5 11:17,Rewrite The Stars (Lucian Dai Remix) - Zac Efron、Zendaya、戴溶萱(Lucian Dai),纯音乐,Pop,2020-04-02
290,蕾丝拼接连衣裙 S-95斤；M-105斤；L-115斤；XL-125斤；XXL-135斤,服装,0.6098339,13,1702,2020/7/5 11:18,爱久了才会懂 - 未知,国语,Pop,2018-03-27
291,希哥家单肩斜挎宽肩带休闲包包百搭款包包,箱包,0.8560698,9,420,2020/7/5 11:29,旧梦一场 (DJ版) - 周森,国语,Pop,2020-04-22
292,新款 方扣超高跟鞋 （舒适8-9厘米跟高）单鞋 标准码5858-11,鞋靴,0.70710677,6,293,2020/7/5 11:38,你的样子 - 小倩,国语,Pop,1995-12-01
293,半身裙套装小清新甜美洋气减龄小个子显高鱼尾短裙两件套h1821,服装,1.0,15,17,2020/7/5 11:38,花都开了你来不来 (DJ何鹏版) - 艾丽娅琪琪格,,,
294,年轻款少女日常新式旗袍改良版连衣裙夏天法式宫廷复古流苏刺绣裙,服装,0.7694780999999999,7,36,2020/7/5 11:43,赤伶 (DJ耀仔版) - 未知,国语,Pop,2020-06-09
295,plok2020夏季新款短袖t恤女短款宽松休闲韩版圆领百搭半袖上衣潮,服装,0.6098339,32,2,2020/7/5 11:46,蔬菜沙拉 - 咕力咕力动画,国语,Children,2002-11-28
296,超薄天丝牛仔背带裤,服装,1.0,12,21,2020/7/5 11:48,大王叫我来巡山 - 母一帆,国语,Soundtrack,2015-11-11
297,竹子,其他,1.0,14,256,2020/7/5 11:51,Tes River's Hymn - Nine Treasures,蒙语,Metal,2013-12-13
298,DW-蜘蛛侠四件套套装,服装,1.0,12,1000,2020/7/5 11:54,不变的音乐Jealousy - 承利,纯音乐,Pop,2020-05-06
299,彩色冰丝带扣短袖 H3322 LL,服装,1.0,8,62,2020/7/5 11:54,星月糖 (片段) - 黎林添娇,国语,Pop,2020-05-16
300,赢销特种兵之实战篇,图书,1.0,49,3230,2020/7/5 11:55,Cooking - 未知,其他,EasyListening,2019-12-25
301,【4岁+】思维大陆色彩层层叠 空间思维 逻辑推理,图书,1.0,21,230,2020/7/5 11:56,来吧展示 - 崔老板、DJ阿金,国语,Dance,2020-05-09
302,习酒 · 陈酿500ml 经典版首发价 每瓶998元【买6瓶发整箱】,食品,1.0,28,2020,2020/7/5 11:56,大哥走路怕过谁 (片段) - 二咖(东北话配音),,,
303,简约条纹防晒衫外套6621,美妆,1.0,15,281,2020/7/5 12:01,背对背拥抱 (DJ版) - 电音老傅,国语,Dance,2020-07-08
304,石斛干货 花旗参 麦冬一袋250克,食品,1.0,16,177,2020/7/5 12:02,风情万种 - 沙粒小姐,国语,Pop,2020-05-29
305,小鱼鱼新款2020夏季韩版时尚女装双口袋白衬衫五分袖T恤舒适潮女,饰品,0.70710677,8,435,2020/7/5 12:04,感官先生 - 七夕,国语,Pop,2019-07-05
306,妈妈连衣裙夏装高贵洋气2020新款阔太太旗袍中年女春装裙子中老年,服装,0.7694780999999999,8,1620,2020/7/5 12:05,水墨丹青 - 李玉刚,国语,Pop,2010-12-28
307,【反季特价】原349 韩国小姐姐毛呢大衣女中长款韩版气质呢子外套,服装,0.81649655,8,392,2020/7/5 13:00,太阳 - 程jiajia,国语,Pop,2019-09-24
308,时尚个性透气微透款上衣,服装,1.0,7,178,2020/7/5 13:03,我爱你不问归期 - 未知,国语,Pop,2020-04-17
309,斜纹超薄天丝刺绣小菊花牛仔短裤,服装,1.0,9,502,2020/7/5 13:10,感谢缘分让我们相遇 (片段) - DJ,,,
310,【厂家直销✅】民国风女复古文艺唐装禅修服日常汉服中国风改良旗,服装,1.0,29,7,2020/7/5 13:10,我是云南小姑娘 - 阿哪,国语,Pop,2017-05-25
311,8013气质醋酸绑带衬衫连衣裙,服装,0.7694780999999999,7,227,2020/7/5 13:10,呼吸决定 (女声版片段) - 网络歌手,国语,Pop,2020-05-09
312,刺绣系带麻衬衫,服装,1.0,12,309,2020/7/5 13:22,童话 - 未知,国语,Pop,2005-01-21
313,无袖T恤,服装,0.70710677,6,57,2020/7/5 13:22,울고 싶지 않아 (Don't Wanna Cry) - SEVENTEEN,,,
314,三娘酷帅套装,服装,1.0,11,62,2020/7/5 13:24,想见你想见你想见你 - 王俊凯、星火飞行器、Any安伟、王北车、叶子、逯通、郭锐,,,
315,双色修容棒鼻梁鼻影立体脸部v脸神器,美妆,1.0,8,36,2020/7/5 13:24,小宇 (片段) - 蓝心羽,国语,,
316,江南造寸1-8833款上衣 1XL~6XL,服装,1.0,10,1540,2020/7/5 13:28,爱上一朵花 - 任立佳、吴瑶,国语,Pop,2018-08-15
317,2020年夏季新款金色水钻尖头高跟鞋女细跟性感包头凉鞋女时尚百搭,服装,1.0,9,130,2020/7/5 13:28,热火斯卡拉 - 艾妞姐姐,其他,Dance,2019-07-16
318,小鱼鱼新款2020夏季韩版时尚女装双口袋白衬衫五分袖T恤舒适潮女,饰品,0.70710677,8,437,2020/7/5 13:29,感官先生 (Live片段) - 七夕,,,
319,牛仔高腰阔腿裤608,服装,0.63867325,25,147,2020/7/5 13:34,孤芳自赏 (改编版) - 网络歌手,国语,Pop,
320,TTOUCHME深蓝533香水沐浴露乳液原创香体男女士香氛留香网红 同款,美妆,0.70710677,33,22000,2020/7/5 13:35,Natural - Spice Mangos,,,
321,短袖t恤女夏打底衫白色mm超火ins潮2020新款韩版猫咪字母衣服体恤,服装,1.0,9,515,2020/7/5 13:50,点歌的人 (片段) - 小阿枫,国语,,2020-04-24
322,2020新款条纹T恤,服装,1.0,19,6,2020/7/5 13:56,浪子回头 (改编版) - 大石桥联盟,,,
323,62711 新款哈伦裤 XL--4XL ,服装,0.7694780999999999,6,1340,2020/7/5 14:48,微微 - 傅如乔,纯音乐,Dance,2020-07-14
324,茵琦饰品 银色 金色菱形流苏  35 ,饰品,1.0,16,653,2020/7/5 14:49,Lego House (Live) - Ed Sheeran,英语,Pop,2014-09-23
