,filename,mood,positive_rate,negative_rate,verb,noun,adjective
203,NJU Documents\抖音数据分析ppt\音乐数据库歌词\四只烤翅 - 给我一首歌的时间 四合院版片段.txt,negative,0.0550,0.9449,1,4,0
204,NJU Documents\抖音数据分析ppt\音乐数据库歌词\图小图 - 失忆.txt,positive,0.9973,0.0027,65,19,8
205,NJU Documents\抖音数据分析ppt\音乐数据库歌词\坂本昌一郎 Jun.A - 思い出をありがとう 谢谢你的回忆.txt,negative,0.0550,0.9449,1,4,0
206,NJU Documents\抖音数据分析ppt\音乐数据库歌词\夏婉安 - 渡我不渡她.txt,negative,0.0550,0.9449,1,4,0
207,NJU Documents\抖音数据分析ppt\音乐数据库歌词\多雷 - 泡沫 Swang Remix.txt,negative,0.0550,0.9449,1,4,0
208,NJU Documents\抖音数据分析ppt\音乐数据库歌词\大壮 - 为你我受冷风吹.txt,positive,0.9461,0.0539,113,42,16
209,NJU Documents\抖音数据分析ppt\音乐数据库歌词\大能人 - 山楂树の恋.txt,negative,0.0528,0.9472,74,22,4
210,NJU Documents\抖音数据分析ppt\音乐数据库歌词\大能人 - 想要问问你敢不敢ReMix.txt,positive,0.9578,0.0422,113,48,15
211,NJU Documents\抖音数据分析ppt\音乐数据库歌词\大能人 - 新鲜感.txt,positive,0.9932,0.0067,4,2,1
212,NJU Documents\抖音数据分析ppt\音乐数据库歌词\太一 - Lutra.txt,positive,1.0,0.0,79,20,10
213,NJU Documents\抖音数据分析ppt\音乐数据库歌词\太一 - 像暗杀似的绕到背后突然拥抱你.txt,positive,1.0,0.0,86,27,22
214,NJU Documents\抖音数据分析ppt\音乐数据库歌词\太一 - 笑.txt,positive,0.9141,0.0859,160,65,17
215,NJU Documents\抖音数据分析ppt\音乐数据库歌词\奇然 - 青丝.txt,positive,0.8876,0.1123,1,3,0
216,NJU Documents\抖音数据分析ppt\音乐数据库歌词\奥華子 おく はなこ - 10年.txt,negative,0.0550,0.9449,1,4,0
217,NJU Documents\抖音数据分析ppt\音乐数据库歌词\妖姬、肖Music - EA7全凭感觉 DJ版.txt,negative,0.0550,0.9449,1,4,0
218,NJU Documents\抖音数据分析ppt\音乐数据库歌词\姚智鑫 - Insomnia.txt,positive,0.8876,0.1123,1,3,0
219,NJU Documents\抖音数据分析ppt\音乐数据库歌词\孙燕姿 - 第一天.txt,negative,0.0149,0.9851,106,37,17
220,NJU Documents\抖音数据分析ppt\音乐数据库歌词\孙燕姿 - 绿光.txt,positive,0.97,0.03,82,19,23
221,NJU Documents\抖音数据分析ppt\音乐数据库歌词\孙燕姿 - 遇见.txt,positive,0.9836,0.0164,36,25,11
222,NJU Documents\抖音数据分析ppt\音乐数据库歌词\孙语赛、萧全 - 不仅仅是喜欢.txt,positive,0.9693,0.0307,50,21,9
223,NJU Documents\抖音数据分析ppt\音乐数据库歌词\孟颖 - 一个人挺好.txt,negative,0.0550,0.9449,1,4,0
224,NJU Documents\抖音数据分析ppt\音乐数据库歌词\季彦霖 - 选择失忆.txt,negative,0.0550,0.9449,1,4,0
225,NJU Documents\抖音数据分析ppt\音乐数据库歌词\孤独诗人 - 渡我不渡她.txt,negative,0.0550,0.9449,1,4,0
226,NJU Documents\抖音数据分析ppt\音乐数据库歌词\安筱冷 - 能轻易取代始终不重要.txt,negative,0.0550,0.9449,1,4,0
227,NJU Documents\抖音数据分析ppt\音乐数据库歌词\宋冬野 - 斑马，斑马.txt,negative,0.0550,0.9449,1,4,0
228,NJU Documents\抖音数据分析ppt\音乐数据库歌词\宋冬野 - 莉莉安.txt,negative,0.0550,0.9449,1,4,0
229,NJU Documents\抖音数据分析ppt\音乐数据库歌词\宋冬野 - 董小姐.txt,negative,0.0550,0.9449,1,4,0
230,NJU Documents\抖音数据分析ppt\音乐数据库歌词\宝石Gem - 野狼disco Live.txt,positive,0.6108,0.3892,99,23,15
231,NJU Documents\抖音数据分析ppt\音乐数据库歌词\封茗囧菌 - 爱的魔法.txt,positive,0.7608,0.2392,117,63,15
232,NJU Documents\抖音数据分析ppt\音乐数据库歌词\封茗囧菌、洛少爷 - 不得不爱.txt,positive,0.8876,0.1123,1,3,0
233,NJU Documents\抖音数据分析ppt\音乐数据库歌词\小咪 - 我走后.txt,negative,0.0550,0.9449,1,4,0
234,NJU Documents\抖音数据分析ppt\音乐数据库歌词\小峰峰陈峰、小潘潘（潘柚彤） - 学猫叫.txt,negative,0.3752,0.6248,107,29,16
235,NJU Documents\抖音数据分析ppt\音乐数据库歌词\小星星Aurora - 坠落星空.txt,negative,0.0550,0.9449,1,4,0
236,NJU Documents\抖音数据分析ppt\音乐数据库歌词\小星星Aurora - 红黑.txt,negative,0.0550,0.9449,1,4,0
237,NJU Documents\抖音数据分析ppt\音乐数据库歌词\小潘潘（潘柚彤） _ 小峰峰（陈峰） - 学猫叫.txt,positive,0.9653,0.0347,5,6,0
238,NJU Documents\抖音数据分析ppt\音乐数据库歌词\小潘潘（潘柚彤） _ 李俊佑 - 宠坏.txt,positive,0.9618,0.0382,72,28,15
239,NJU Documents\抖音数据分析ppt\音乐数据库歌词\小野eyoaix、一口甜 - 娃娃脸.txt,positive,0.9653,0.0347,5,6,0
240,NJU Documents\抖音数据分析ppt\音乐数据库歌词\小阿枫 - 女儿情 正式版.txt,positive,0.9598,0.0402,49,63,8
241,NJU Documents\抖音数据分析ppt\音乐数据库歌词\小阿枫 - 我要找到你.txt,positive,0.7665,0.2335,2,4,0
242,NJU Documents\抖音数据分析ppt\音乐数据库歌词\小阿枫 - 爱江山更爱美人.txt,positive,0.9899,0.0101,61,26,8
243,NJU Documents\抖音数据分析ppt\音乐数据库歌词\展展与罗罗 - 沙漠骆驼.txt,negative,0.4774,0.5226,38,28,11
244,NJU Documents\抖音数据分析ppt\音乐数据库歌词\川田瑠夏 かわだ るか - 懐かしい安らぎ 怀念的安逸.txt,negative,0.0550,0.9449,1,4,0
245,NJU Documents\抖音数据分析ppt\音乐数据库歌词\希林娜依·高 - Someone You Loved Live.txt,negative,0.0550,0.9449,1,4,0
246,NJU Documents\抖音数据分析ppt\音乐数据库歌词\希林娜依·高 - 喜欢你 Live.txt,negative,0.0550,0.9449,1,4,0
247,NJU Documents\抖音数据分析ppt\音乐数据库歌词\庄心妍 - 不安.txt,negative,0.0550,0.9449,1,4,0
248,NJU Documents\抖音数据分析ppt\音乐数据库歌词\庄心妍 - 再见只是陌生人.txt,negative,0.1975,0.8025,3,5,0
249,NJU Documents\抖音数据分析ppt\音乐数据库歌词\庞宁 - 笨拙的想把所有温柔都给你.txt,negative,0.0550,0.9449,1,4,0
250,NJU Documents\抖音数据分析ppt\音乐数据库歌词\庾澄庆 - 情非得已.txt,positive,0.8706,0.1294,2,7,0
251,NJU Documents\抖音数据分析ppt\音乐数据库歌词\异乡人刘行宽、9M88 - SWAG午觉.txt,negative,0.0215,0.9784,4,2,0
252,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张宇 - 给你们.txt,positive,0.9502,0.0497,118,70,29
253,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张惠妹 - Bad Boy.txt,negative,0.3583,0.6417,1,3,0
254,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张惠妹 - 一想到你呀.txt,negative,4.4408,0.9999,88,7,14
255,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张惠妹 - 好胆你就来.txt,negative,0.1471,0.8529,5,2,0
256,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张惠妹 - 爱 什么稀罕.txt,negative,0.0203,0.9797,55,36,13
257,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张惠妹 - 薇多莉亚的秘密.txt,negative,0.0163,0.9837,86,11,2
258,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张惠妹 - 薇多莉亚的秘密~1.txt,positive,0.9629,0.0371,53,39,18
259,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张泽熙 - 那个女孩.txt,negative,0.0550,0.9449,1,4,0
260,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张碧晨 - 不要忘记我爱你.txt,negative,0.1888,0.8112,7,6,0
261,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张碧晨 - 当爱来敲门.txt,positive,0.9883,0.0117,37,12,6
262,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张紫豪 - 可不可以.txt,negative,0.0550,0.9449,1,4,0
263,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张肯肯 - 别怕我伤心.txt,positive,0.9778,0.0222,51,21,0
264,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张茜 - 有没有那么一首歌.txt,positive,0.9674,0.0326,58,23,12
265,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张靓颖 - 只是没有如果.txt,negative,0.0550,0.9449,1,4,0
266,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张靓颖 - 终于等到你.txt,negative,0.3899,0.6101,4,4,0
267,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张靓颖 _ 李荣浩 - 女儿国.txt,negative,0.0550,0.9449,1,4,0
268,NJU Documents\抖音数据分析ppt\音乐数据库歌词\张馨文 _ 冯琬贺 _ 周雨霖 _ 田京凡 _ 康汐 _ 吴妙茵 - 甜蜜蜜 纯享版.txt,positive,0.8741,0.1259,84,20,16
269,NJU Documents\抖音数据分析ppt\音乐数据库歌词\彭十六 - 戏影.txt,negative,0.0550,0.9449,1,4,0
270,NJU Documents\抖音数据分析ppt\音乐数据库歌词\彭羚 - 囚鸟.txt,positive,0.9078,0.0922,69,56,7
271,NJU Documents\抖音数据分析ppt\音乐数据库歌词\徐佳莹 - 身骑白马.txt,negative,0.0550,0.9449,1,4,0
272,NJU Documents\抖音数据分析ppt\音乐数据库歌词\徐秉龙、桃十五 - 青柠.txt,negative,0.0550,0.9449,1,4,0
273,NJU Documents\抖音数据分析ppt\音乐数据库歌词\徐良 _ 小凌 - 坏女孩.txt,negative,0.0550,0.9449,1,4,0
274,NJU Documents\抖音数据分析ppt\音乐数据库歌词\徐良 _ 小凌 - 客官不可以.txt,positive,0.9374,0.0626,6,7,0
275,NJU Documents\抖音数据分析ppt\音乐数据库歌词\志方晶子 志方あきこ - EXEC CHRONICLE KEY.txt,negative,0.0550,0.9449,1,4,0
276,NJU Documents\抖音数据分析ppt\音乐数据库歌词\戚薇、俊昊 - 你是对的人.txt,negative,0.0550,0.9449,1,4,0
277,NJU Documents\抖音数据分析ppt\音乐数据库歌词\房东的猫 - 云烟成雨.txt,negative,0.0550,0.9449,1,4,0
278,NJU Documents\抖音数据分析ppt\音乐数据库歌词\折戸伸治 おりと しんじ - 羽根 羽翼.txt,negative,0.0550,0.9449,1,4,0
279,NJU Documents\抖音数据分析ppt\音乐数据库歌词\掌嘴、张雪飞、Lil-7 - 只想对你说.txt,negative,0.2693,0.7307,70,43,21
280,NJU Documents\抖音数据分析ppt\音乐数据库歌词\新乐尘符 - 123我爱你.txt,positive,0.976,0.024,113,38,13
281,NJU Documents\抖音数据分析ppt\音乐数据库歌词\新乐尘符 - 每一句都很甜.txt,negative,0.0550,0.9449,1,4,0
282,NJU Documents\抖音数据分析ppt\音乐数据库歌词\新南 - 泡沫 Swang Remix.txt,negative,0.0550,0.9449,1,4,0
283,NJU Documents\抖音数据分析ppt\音乐数据库歌词\方大同 - 春风吹.txt,positive,0.8248,0.1752,4,1,2
284,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - Bittersweet.txt,negative,0.0550,0.9449,1,4,0
285,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - My Memory 我的回忆.txt,negative,0.0550,0.9449,1,4,0
286,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - さくらんぼの実る頃.txt,negative,0.0550,0.9449,1,4,0
287,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - となりのトトロ 邻家的龙猫.txt,negative,0.0550,0.9449,1,4,0
288,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - テルーの唄 瑟鲁之歌.txt,negative,0.0550,0.9449,1,4,0
289,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - ポッケ村のテーマ 口袋村主题音乐.txt,negative,0.0550,0.9449,1,4,0
290,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - 可愛いアイルー.txt,negative,0.0550,0.9449,1,4,0
291,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - 君をのせて 伴随着你.txt,negative,0.0550,0.9449,1,4,0
292,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - 夏の香り 夏日香气.txt,negative,0.0550,0.9449,1,4,0
293,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - 始まりの唄.txt,negative,0.0550,0.9449,1,4,0
294,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - 恵み深い人々の村 久沐恩泽的科科特村.txt,negative,0.0550,0.9449,1,4,0
295,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - 愛は花、君はその種子 爱是花，你是那种子.txt,negative,0.0550,0.9449,1,4,0
296,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - 愛は花、君はその種子 爱是花，你是那种子1.txt,negative,0.0550,0.9449,1,4,0
297,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - 星が瞬くこんな夜に ～オルゴールVer.～.txt,negative,0.0550,0.9449,1,4,0
298,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - 最初から今まで 从开始到现在.txt,negative,0.0550,0.9449,1,4,0
299,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - 海の見える街 临海小镇.txt,negative,0.0550,0.9449,1,4,0
300,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - 花びらの刻 花瓣飞舞之时 オルゴールver..txt,negative,0.0550,0.9449,1,4,0
301,NJU Documents\抖音数据分析ppt\音乐数据库歌词\日本群星 オムニバス - 青空ボタン 青空纽扣 オルゴールver..txt,negative,0.0550,0.9449,1,4,0
302,NJU Documents\抖音数据分析ppt\音乐数据库歌词\明洋 - 五月雨变奏电音 Remix.txt,negative,0.0550,0.9449,1,4,0
303,NJU Documents\抖音数据分析ppt\音乐数据库歌词\春磊 - 烟花易冷 片段.txt,negative,0.0550,0.9449,1,4,0
304,NJU Documents\抖音数据分析ppt\音乐数据库歌词\是耀温顺 - 2020硬曲.txt,negative,0.0550,0.9449,1,4,0
305,NJU Documents\抖音数据分析ppt\音乐数据库歌词\是耀温顺 - Okok DJ版片段.txt,negative,0.0550,0.9449,1,4,0
306,NJU Documents\抖音数据分析ppt\音乐数据库歌词\是耀温顺 - 淡若清风.txt,negative,0.0550,0.9449,1,4,0
307,NJU Documents\抖音数据分析ppt\音乐数据库歌词\曲肖冰 - 天亮以前说再见.txt,negative,0.0550,0.9449,1,4,0
308,NJU Documents\抖音数据分析ppt\音乐数据库歌词\曾轶可 - 三的颜色.txt,negative,0.0550,0.9449,1,4,0
309,NJU Documents\抖音数据分析ppt\音乐数据库歌词\曾轶可 - 私奔.txt,negative,0.0550,0.9449,1,4,0
310,NJU Documents\抖音数据分析ppt\音乐数据库歌词\朱主爱 - 莫名其妙爱上你.txt,negative,0.2391,0.7609,81,29,5
311,NJU Documents\抖音数据分析ppt\音乐数据库歌词\朴树 - 白桦林.txt,positive,0.9958,0.0042,72,16,18
312,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李代沫 - 这就是爱情.txt,positive,0.966,0.034,37,35,10
313,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李佳思 - The Star.txt,positive,0.9938,0.0062,89,33,16
314,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李佳思 - 小爱.txt,positive,1.0,0.0,33,33,10
315,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李俊佑、小潘潘（潘柚彤） - 宠坏.txt,positive,0.9574,0.0426,43,21,3
316,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李俊杰、婷汐 - 别让我放不下.txt,negative,0.0550,0.9449,1,4,0
317,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李健 - 贝加尔湖畔.txt,negative,0.085,0.915,95,19,23
318,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李健 _ 孙俪 - 风吹麦浪 Live.txt,positive,0.9841,0.0159,20,20,8
319,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李学仕 - 直觉.txt,positive,0.9617,0.0383,43,34,2
320,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李宇春 - 下个，路口，见.txt,negative,0.3014,0.6986,84,47,10
321,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李宏毅、李明霖 - 恶魔的爱.txt,positive,0.9759,0.0241,40,31,1
322,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李少白 - 山楂树之恋.txt,positive,0.869,0.131,124,35,15
323,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李常超Lao乾媽 - 盗墓笔记·十年人间.txt,negative,0.0550,0.9449,1,4,0
324,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李昇基 - 정신이 나갔었나봐 我想我是疯了.txt,positive,0.963,0.037,115,52,17
325,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李明霖、李宏毅 - Love U.txt,negative,0.5,0.5,0,0,0
326,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李昕融 _ 樊桐舟 _ 李凯稠 - 你笑起来真好看.txt,positive,1.0,0.0,46,29,14
327,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李朝 _ 王圣锋 - 情话微甜.txt,positive,0.9963,0.0037,50,34,9
328,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李朝、王圣锋 - 情话微甜.txt,positive,0.5608,0.4392,62,25,20
329,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李治廷 - 不可思议.txt,positive,0.5608,0.4392,62,25,20
330,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李浩天 - 哒哒KT.txt,negative,0.0550,0.9449,1,4,0
331,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李浩然 - 一千零一次我爱你.txt,negative,0.1837,0.8163,83,6,4
332,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李玖哲 - 夏天.txt,positive,0.9974,0.0026,68,19,5
333,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李翊君 - 七情六欲.txt,positive,0.997,0.003,91,54,8
334,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李翊君 - 雨蝶.txt,negative,0.0453,0.9547,57,9,4
335,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李荣浩 - 年少有为.txt,negative,0.0550,0.9449,1,4,0
336,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李荣浩 - 耳朵.txt,negative,0.0550,0.9449,1,4,0
337,NJU Documents\抖音数据分析ppt\音乐数据库歌词\李荣浩 _ 余枫 - 如果这都不算爱 Live.txt,negative,0.0550,0.9449,1,4,0
338,NJU Documents\抖音数据分析ppt\音乐数据库歌词\杨千嬅 - 处处吻.txt,positive,0.9083,0.0917,71,21,12
339,NJU Documents\抖音数据分析ppt\音乐数据库歌词\杨千嬅 - 少女的祈祷.txt,positive,0.9798,0.0202,91,44,14
340,NJU Documents\抖音数据分析ppt\音乐数据库歌词\杨千嬅 - 野孩子.txt,positive,0.778,0.222,66,27,7
341,NJU Documents\抖音数据分析ppt\音乐数据库歌词\杨坤 _ 郭采洁 - 答案.txt,negative,0.1413,0.8587,80,32,11
342,NJU Documents\抖音数据分析ppt\音乐数据库歌词\杨坤、郭采洁 - 答案.txt,positive,0.6801,0.3199,52,36,21
343,NJU Documents\抖音数据分析ppt\音乐数据库歌词\杨宗纬 - 凉凉.txt,negative,0.0550,0.9449,1,4,0
344,NJU Documents\抖音数据分析ppt\音乐数据库歌词\杨小壮 - 她是个二十几岁的姑娘.txt,positive,0.6801,0.3199,52,36,21
345,NJU Documents\抖音数据分析ppt\音乐数据库歌词\杨小壮 _ 鹏鹏 - 口是心非.txt,positive,0.9894,0.0106,48,42,21
346,NJU Documents\抖音数据分析ppt\音乐数据库歌词\杨胖雨 - 这就是爱吗.txt,negative,0.0550,0.9449,1,4,0
347,NJU Documents\抖音数据分析ppt\音乐数据库歌词\林俊杰 - 不潮不用花钱.txt,negative,0.4414,0.5586,96,46,11
348,NJU Documents\抖音数据分析ppt\音乐数据库歌词\林俊杰 - 修炼爱情.txt,negative,0.0550,0.9449,1,4,0
349,NJU Documents\抖音数据分析ppt\音乐数据库歌词\林俊杰 - 小酒窝.txt,negative,0.0816,0.9184,41,24,9
350,NJU Documents\抖音数据分析ppt\音乐数据库歌词\林俊杰 - 江南.txt,positive,0.9882,0.0118,72,24,34
351,NJU Documents\抖音数据分析ppt\音乐数据库歌词\林俊杰 - 那些你很冒险的梦.txt,negative,0.0550,0.9449,1,4,0
352,NJU Documents\抖音数据分析ppt\音乐数据库歌词\林宥嘉 - 说谎.txt,negative,0.0550,0.9449,1,4,0
353,NJU Documents\抖音数据分析ppt\音乐数据库歌词\枯木逢春 - 这一生关于你的风景.txt,negative,0.0550,0.9449,1,4,0
354,NJU Documents\抖音数据分析ppt\音乐数据库歌词\梁博 - 出现又离开.txt,negative,0.0550,0.9449,1,4,0
355,NJU Documents\抖音数据分析ppt\音乐数据库歌词\梁博 - 男孩 Live.txt,negative,0.0550,0.9449,1,4,0
356,NJU Documents\抖音数据分析ppt\音乐数据库歌词\梁静茹 - 暖暖.txt,positive,0.9245,0.0755,65,21,11
357,NJU Documents\抖音数据分析ppt\音乐数据库歌词\梁静茹 - 没有如果.txt,positive,0.9954,0.0046,65,18,27
358,NJU Documents\抖音数据分析ppt\音乐数据库歌词\梁静茹 _ 严爵 - 没有如果.txt,negative,0.2316,0.7684,157,25,18
359,NJU Documents\抖音数据分析ppt\音乐数据库歌词\棉子 - 别再对我好.txt,negative,0.0550,0.9449,1,4,0
360,NJU Documents\抖音数据分析ppt\音乐数据库歌词\棉子 - 勇气.txt,negative,0.0550,0.9449,1,4,0
361,NJU Documents\抖音数据分析ppt\音乐数据库歌词\榊原由依 さかきばら ゆい - 魔法の宝石箱 Music Box version.txt,negative,0.0550,0.9449,1,4,0
362,NJU Documents\抖音数据分析ppt\音乐数据库歌词\欧邦聪、画风风、小可 - you bootleg混音版.txt,negative,0.0550,0.9449,1,4,0
363,NJU Documents\抖音数据分析ppt\音乐数据库歌词\毛不易 - 借 Live.txt,negative,0.2316,0.7684,157,25,18
364,NJU Documents\抖音数据分析ppt\音乐数据库歌词\毛不易 - 消愁.txt,negative,0.0550,0.9449,1,4,0
365,NJU Documents\抖音数据分析ppt\音乐数据库歌词\毛小国 - 微笑吧 抖音女生版.txt,positive,0.8638,0.1362,51,35,13
366,NJU Documents\抖音数据分析ppt\音乐数据库歌词\永彬Ryan.B - 像极了.txt,negative,0.0550,0.9449,1,4,0
367,NJU Documents\抖音数据分析ppt\音乐数据库歌词\永彬Ryan.B - 放个大招给你看.txt,positive,0.8983,0.1017,31,16,6
368,NJU Documents\抖音数据分析ppt\音乐数据库歌词\汪苏泷 - 万有引力.txt,negative,0.0559,0.9441,74,42,14
369,NJU Documents\抖音数据分析ppt\音乐数据库歌词\汪苏泷 - 不分手的恋爱.txt,negative,0.0550,0.9449,1,4,0
370,NJU Documents\抖音数据分析ppt\音乐数据库歌词\汪苏泷 _ 徐良 - 后会无期.txt,positive,0.975,0.025,72,70,22
371,NJU Documents\抖音数据分析ppt\音乐数据库歌词\汪苏泷、By2 - 有点甜.txt,positive,0.7351,0.2649,62,26,8
372,NJU Documents\抖音数据分析ppt\音乐数据库歌词\汪苏泷、Hari - 吵架歌.txt,positive,0.9913,0.0087,92,49,11
373,NJU Documents\抖音数据分析ppt\音乐数据库歌词\沈虫虫、丫蛋蛋马启涵 - 2018小恋曲.txt,negative,0.1544,0.8456,85,33,22
374,NJU Documents\抖音数据分析ppt\音乐数据库歌词\沈虫虫、吕口口 - 2018抖音神曲串烧.txt,positive,0.9999,6.9607,19,10,11
375,NJU Documents\抖音数据分析ppt\音乐数据库歌词\沈虫虫、钟逸伦Dylan - 十六首歌的时间.txt,positive,1.0,0.0,71,34,14
376,NJU Documents\抖音数据分析ppt\音乐数据库歌词\沐泽 - 一吻天荒 男生版片段.txt,negative,0.0550,0.9449,1,4,0
377,NJU Documents\抖音数据分析ppt\音乐数据库歌词\泪鑫 - 没茅台 咚鼓版.txt,positive,0.9774,0.0226,107,60,19
378,NJU Documents\抖音数据分析ppt\音乐数据库歌词\泽亦龙 - 孤幻 Perfect Mix.txt,negative,0.0550,0.9449,1,4,0
379,NJU Documents\抖音数据分析ppt\音乐数据库歌词\浙音4811一个大金意 - 拜拜.txt,positive,0.9897,0.0103,0,6,0
380,NJU Documents\抖音数据分析ppt\音乐数据库歌词\浪子兮 - 幻昼 DJ版.txt,positive,0.7573,0.2426,4,4,0
381,NJU Documents\抖音数据分析ppt\音乐数据库歌词\海伦 - 桥边姑娘.txt,negative,0.0658,0.9342,111,36,4
382,NJU Documents\抖音数据分析ppt\音乐数据库歌词\海龟先生 - 男孩别哭.txt,positive,0.7573,0.2426,4,4,0
383,NJU Documents\抖音数据分析ppt\音乐数据库歌词\深七 - 9277.txt,positive,0.9761,0.0239,33,34,7
384,NJU Documents\抖音数据分析ppt\音乐数据库歌词\渔圈、欧阳朵 - 失去才懂.txt,positive,0.7573,0.2426,4,4,0
385,NJU Documents\抖音数据分析ppt\音乐数据库歌词\潘玮柏 _ 张韶涵 - 快乐崇拜.txt,positive,1.0,0.0,161,124,47
386,NJU Documents\抖音数据分析ppt\音乐数据库歌词\潘玮柏 _ 张韶涵 - 快乐崇拜1.txt,positive,1.0,0.0,88,38,10
387,NJU Documents\抖音数据分析ppt\音乐数据库歌词\潘玮柏 _ 弦子 - 不得不爱.txt,positive,0.7616,0.2384,146,44,45
388,NJU Documents\抖音数据分析ppt\音乐数据库歌词\灿烈 - Stay With Me.txt,positive,0.7573,0.2426,4,4,0
389,NJU Documents\抖音数据分析ppt\音乐数据库歌词\爱吃巧乐兹 - 圈住你.txt,positive,0.9223,0.0777,131,19,24
390,NJU Documents\抖音数据分析ppt\音乐数据库歌词\爱吃巧乐兹 - 我还想她 Live片段.txt,negative,0.0550,0.9449,1,4,0
391,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王力宏 - 改变自己.txt,positive,0.8693,0.1307,86,34,28
392,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王力宏 - 春雨里洗过的太阳.txt,positive,0.9629,0.0371,72,27,16
393,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王力宏 - 爱的就是你 浪漫版.txt,positive,0.9874,0.0126,84,43,14
394,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王天戈 - 心安理得.txt,positive,0.7573,0.2426,4,4,0
395,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王天放、DP龙猪 - 摇响你的Jingle Bells Feat. Dragon Pig.txt,negative,0.0288,0.9712,103,18,15
396,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王小帅 - 不是因为寂寞才想你.txt,positive,0.7573,0.2426,4,4,0
397,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王心凌 - 当你.txt,negative,0.0205,0.9795,78,20,6
398,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王心凌 - 睫毛弯弯.txt,positive,0.5806,0.4194,93,9,10
399,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王恰恰 - 晚风.txt,positive,0.994,0.006,90,60,30
400,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王梓钰 - 青春不打烊.txt,negative,0.0550,0.9449,1,4,0
