,bgm,bpm,genre,language,public_time,emotion,mood,match,like_time,unlike_time
524,524,134,jazz,国语,old,happy,positive,1,0,0
525,525,64,R&B,其他,old,happy,positive,1,0,0
526,526,66,dance,日语,,mad,positive,1,0,0
527,527,100,,其他,new,peaceful,positive,1,0,0
528,528,149,soundtrack,,new,peaceful,negative,1,0,0
529,529,67,R&B,,new,sad,positive,1,0,0
530,530,120,jazz,,new,peaceful,negative,1,0,0
531,531,104,pop,英语,,peaceful,negative,1,0,0
532,532,67,dance,英语,old,mad,negative,1,0,0
533,533,86,dance,日语,old,happy,negative,1,0,0
534,534,119,soundtrack,,old,peaceful,negative,1,0,0
535,535,116,dance,,,happy,positive,1,0,0
536,536,101,jazz,,old,mad,negative,1,0,0
537,537,146,R&B,国语,old,happy,positive,1,0,0
538,538,90,soundtrack,其他,old,sad,positive,1,0,0
539,539,68,pop,其他,old,sad,negative,1,0,0
540,540,93,R&B,国语,,peaceful,positive,1,0,0
541,541,124,pop,韩语,old,happy,negative,1,0,0
542,542,128,R&B,日语,,peaceful,positive,1,0,0
543,543,97,jazz,日语,new,mad,negative,1,0,0
544,544,73,soundtrack,,new,peaceful,negative,1,0,0
545,545,107,pop,其他,old,peaceful,negative,1,0,0
546,546,94,soundtrack,日语,,peaceful,positive,1,0,0
547,547,112,jazz,,,sad,positive,1,0,0
548,548,81,soundtrack,其他,new,peaceful,positive,1,0,0
549,549,88,dance,韩语,new,happy,negative,1,0,0
550,550,113,pop,,new,happy,negative,1,0,0
551,551,119,soundtrack,国语,old,happy,negative,1,0,0
552,552,95,soundtrack,,,peaceful,positive,1,0,0
553,553,66,R&B,其他,,sad,positive,1,0,0
554,554,140,R&B,国语,,sad,positive,1,0,0
555,555,80,R&B,其他,old,sad,negative,1,0,0
556,556,138,,国语,,happy,positive,1,0,0
557,557,147,,国语,old,happy,positive,1,0,0
558,558,105,R&B,国语,,mad,positive,1,0,0
559,559,82,R&B,国语,,sad,positive,1,0,0
560,560,148,pop,,,mad,positive,1,0,0
561,561,123,,韩语,new,happy,negative,1,0,0
562,562,97,R&B,英语,new,sad,positive,1,0,0
563,563,69,soundtrack,,old,mad,positive,1,0,0
564,564,81,jazz,韩语,,mad,negative,1,0,0
565,565,83,,韩语,new,mad,positive,1,0,0
566,566,145,,其他,new,peaceful,negative,1,0,0
567,567,121,jazz,英语,new,happy,negative,1,0,0
568,568,75,pop,日语,new,peaceful,negative,1,0,0
569,569,62,R&B,英语,,peaceful,negative,1,0,0
570,570,141,pop,日语,old,happy,positive,1,0,0
571,571,128,dance,国语,new,sad,negative,1,0,0
572,572,116,pop,国语,old,sad,positive,1,0,0
573,573,116,dance,英语,new,happy,positive,1,0,0
574,574,147,jazz,,old,peaceful,negative,1,0,0
575,575,135,dance,国语,new,mad,negative,1,0,0
576,576,135,jazz,英语,new,mad,negative,1,0,0
577,577,145,R&B,国语,new,peaceful,negative,1,0,0
578,578,133,,英语,old,sad,negative,1,0,0
579,579,85,soundtrack,国语,old,sad,positive,1,0,0
580,580,138,dance,,old,happy,negative,1,0,0
581,581,77,dance,国语,old,happy,positive,1,0,0
582,582,131,pop,英语,new,peaceful,negative,1,0,0
583,583,97,pop,英语,new,mad,negative,1,0,0
584,584,131,pop,英语,old,mad,positive,1,0,0
585,585,105,R&B,,,sad,negative,1,0,0
586,586,123,pop,国语,,peaceful,positive,1,0,0
587,587,78,soundtrack,英语,new,mad,negative,1,0,0
588,588,119,soundtrack,国语,new,happy,positive,1,0,0
589,589,92,pop,英语,new,mad,positive,1,0,0
590,590,79,soundtrack,日语,,sad,negative,1,0,0
591,591,102,dance,国语,old,mad,positive,1,0,0
592,592,102,R&B,日语,,happy,positive,1,0,0
593,593,74,R&B,英语,old,mad,positive,1,0,0
594,594,80,pop,国语,new,sad,positive,1,0,0
595,595,132,dance,国语,new,mad,positive,1,0,0
596,596,86,,其他,,mad,positive,1,0,0
597,597,85,soundtrack,其他,,happy,positive,1,0,0
598,598,109,soundtrack,英语,new,mad,negative,1,0,0
599,599,130,,韩语,,happy,positive,1,0,0
600,600,64,R&B,英语,old,mad,positive,1,0,0
601,601,146,,其他,new,peaceful,negative,1,0,0
602,602,94,jazz,其他,,mad,negative,1,0,0
603,603,108,dance,英语,new,sad,positive,1,0,0
604,604,141,R&B,韩语,,peaceful,positive,1,0,0
605,605,62,soundtrack,日语,,peaceful,positive,1,0,0
606,606,64,soundtrack,,,mad,positive,1,0,0
607,607,117,dance,韩语,new,peaceful,negative,1,0,0
608,608,99,jazz,,,mad,negative,1,0,0
609,609,133,soundtrack,英语,old,mad,positive,1,0,0
610,610,148,dance,英语,old,happy,positive,1,0,0
611,611,108,R&B,,,happy,negative,1,0,0
612,612,85,pop,,new,peaceful,negative,1,0,0
613,613,90,,英语,,happy,positive,1,0,0
614,614,65,R&B,国语,,mad,positive,1,0,0
615,615,108,dance,英语,new,mad,negative,1,0,0
616,616,60,,国语,new,peaceful,positive,1,0,0
617,617,89,jazz,,,sad,negative,1,0,0
618,618,108,jazz,日语,,peaceful,negative,1,0,0
619,619,130,soundtrack,国语,old,happy,positive,1,0,0
620,620,66,R&B,英语,new,mad,positive,1,0,0
621,621,99,dance,英语,,sad,positive,1,0,0
622,622,148,dance,,old,peaceful,positive,1,0,0
623,623,149,,英语,,mad,positive,1,0,0
624,624,107,,韩语,,peaceful,negative,1,0,0
625,625,145,R&B,国语,old,happy,negative,1,0,0
626,626,119,soundtrack,英语,old,mad,negative,1,0,0
627,627,85,soundtrack,国语,,happy,positive,1,0,0
628,628,105,soundtrack,其他,,sad,negative,1,0,0
629,629,86,dance,英语,old,mad,negative,1,0,0
630,630,98,dance,,,mad,positive,1,0,0
631,631,62,soundtrack,,new,mad,positive,1,0,0
632,632,123,,国语,new,happy,positive,1,0,0
633,633,136,soundtrack,其他,old,happy,negative,1,0,0
634,634,110,soundtrack,日语,old,peaceful,negative,1,0,0
635,635,105,jazz,英语,,happy,positive,1,0,0
636,636,101,dance,英语,,mad,negative,1,0,0
637,637,149,,其他,old,happy,positive,1,0,0
638,638,133,jazz,,,sad,positive,1,0,0
639,639,75,jazz,日语,old,happy,negative,1,0,0
640,640,96,pop,国语,new,peaceful,positive,1,0,0
641,641,131,jazz,其他,new,mad,positive,1,0,0
642,642,107,jazz,日语,old,peaceful,positive,1,0,0
643,643,93,pop,国语,,sad,positive,1,0,0
644,644,95,jazz,国语,new,peaceful,positive,1,0,0
645,645,107,dance,日语,,sad,negative,1,0,0
646,646,75,jazz,其他,,peaceful,negative,1,0,0
647,647,79,pop,国语,,happy,positive,1,0,0
648,648,106,dance,日语,new,sad,positive,1,0,0
649,649,89,soundtrack,英语,new,mad,negative,1,0,0
650,650,78,soundtrack,日语,new,peaceful,positive,1,0,0
651,651,119,soundtrack,英语,,happy,positive,1,0,0
652,652,75,,其他,,sad,negative,1,0,0
653,653,108,pop,韩语,new,mad,negative,1,0,0
654,654,118,,日语,old,peaceful,positive,1,0,0
655,655,109,dance,,new,happy,positive,1,0,0
656,656,128,dance,韩语,,peaceful,negative,1,0,0
657,657,139,,,new,sad,negative,1,0,0
658,658,103,R&B,日语,new,sad,positive,1,0,0
659,659,142,pop,韩语,,happy,negative,1,0,0
660,660,108,R&B,国语,old,mad,negative,1,0,0
661,661,128,jazz,韩语,old,happy,negative,1,0,0
662,662,110,,韩语,new,sad,negative,1,0,0
663,663,74,soundtrack,日语,,happy,negative,1,0,0
664,664,143,jazz,韩语,old,peaceful,negative,1,0,0
665,665,82,,,,happy,negative,1,0,0
666,666,102,soundtrack,国语,old,happy,negative,1,0,0
667,667,103,,,,sad,positive,1,0,0
668,668,147,,,new,sad,negative,1,0,0
669,669,101,,其他,old,mad,positive,1,0,0
670,670,62,soundtrack,英语,,happy,negative,1,0,0
671,671,60,jazz,韩语,,peaceful,positive,1,0,0
672,672,137,soundtrack,,old,happy,positive,1,0,0
673,673,69,,国语,old,happy,positive,1,0,0
674,674,69,pop,其他,old,sad,positive,1,0,0
675,675,88,dance,日语,new,happy,positive,1,0,0
676,676,96,,日语,new,mad,negative,1,0,0
677,677,114,dance,日语,new,mad,positive,1,0,0
678,678,127,jazz,其他,old,peaceful,negative,1,0,0
679,679,82,,韩语,new,peaceful,negative,1,0,0
680,680,103,pop,国语,,peaceful,positive,1,0,0
681,681,84,soundtrack,韩语,new,mad,negative,1,0,0
682,682,121,,韩语,,sad,negative,1,0,0
683,683,145,soundtrack,韩语,new,peaceful,positive,1,0,0
684,684,146,jazz,日语,new,sad,negative,1,0,0
685,685,105,R&B,日语,,mad,positive,1,0,0
686,686,148,jazz,韩语,new,mad,positive,1,0,0
687,687,101,jazz,韩语,old,happy,positive,1,0,0
688,688,97,jazz,其他,new,peaceful,negative,1,0,0
689,689,69,,英语,old,sad,positive,1,0,0
690,690,99,R&B,国语,,mad,positive,1,0,0
691,691,124,soundtrack,韩语,,sad,positive,1,0,0
692,692,83,pop,英语,old,mad,positive,1,0,0
693,693,77,,国语,,peaceful,positive,1,0,0
694,694,114,R&B,国语,,sad,positive,1,0,0
695,695,125,jazz,日语,,happy,negative,1,0,0
696,696,84,pop,韩语,,happy,positive,1,0,0
697,697,105,R&B,国语,old,peaceful,positive,1,0,0
698,698,143,soundtrack,其他,old,sad,positive,1,0,0
699,699,137,,其他,new,mad,negative,1,0,0
700,700,61,dance,国语,new,mad,negative,1,0,0
701,701,107,dance,日语,old,peaceful,negative,1,0,0
702,702,97,R&B,英语,,mad,positive,1,0,0
703,703,135,jazz,日语,,mad,positive,1,0,0
704,704,128,R&B,英语,new,happy,negative,1,0,0
705,705,102,,国语,new,happy,positive,1,0,0
706,706,92,soundtrack,韩语,old,happy,positive,1,0,0
707,707,72,dance,韩语,new,sad,negative,1,0,0
708,708,90,soundtrack,其他,new,sad,negative,1,0,0
709,709,90,jazz,日语,new,peaceful,positive,1,0,0
710,710,94,,国语,,mad,positive,1,0,0
711,711,116,,日语,,sad,negative,1,0,0
712,712,124,dance,其他,old,sad,negative,1,0,0
713,713,134,jazz,国语,new,mad,negative,1,0,0
714,714,84,pop,日语,,happy,positive,1,0,0
715,715,74,pop,,old,sad,negative,1,0,0
716,716,64,dance,其他,new,sad,negative,1,0,0
717,717,133,soundtrack,其他,,peaceful,negative,1,0,0
718,718,82,R&B,韩语,,sad,negative,1,0,0
719,719,125,pop,,old,happy,negative,1,0,0
720,720,132,,,,peaceful,positive,1,0,0
721,721,91,dance,其他,new,sad,negative,1,0,0
722,722,145,jazz,日语,old,mad,positive,1,0,0
723,723,105,dance,韩语,,mad,negative,1,0,0
724,724,118,dance,其他,,happy,negative,1,0,0
725,725,132,jazz,韩语,,mad,positive,1,0,0
726,726,86,pop,,,sad,negative,1,0,0
727,727,101,,日语,,mad,positive,1,0,0
728,728,85,dance,韩语,new,happy,negative,1,0,0
729,729,140,R&B,,,happy,negative,1,0,0
730,730,137,R&B,日语,new,mad,positive,1,0,0
731,731,100,R&B,,old,happy,positive,1,0,0
732,732,143,pop,日语,,happy,positive,1,0,0
733,733,65,pop,其他,,peaceful,positive,1,0,0
734,734,112,pop,国语,new,sad,negative,1,0,0
735,735,84,jazz,日语,,sad,positive,1,0,0
736,736,137,,国语,new,sad,positive,1,0,0
737,737,112,pop,英语,new,peaceful,negative,1,0,0
738,738,91,,日语,new,peaceful,negative,1,0,0
739,739,60,jazz,英语,new,sad,negative,1,0,0
740,740,96,,国语,old,mad,positive,1,0,0
741,741,71,dance,韩语,old,peaceful,positive,1,0,0
742,742,80,dance,其他,,sad,positive,1,0,0
743,743,83,pop,英语,old,peaceful,negative,1,0,0
744,744,135,R&B,国语,,happy,positive,1,0,0
745,745,131,soundtrack,,,mad,positive,1,0,0
746,746,67,dance,日语,new,peaceful,negative,1,0,0
747,747,83,,其他,,happy,positive,1,0,0
748,748,83,dance,韩语,,peaceful,negative,1,0,0
749,749,135,jazz,日语,old,sad,negative,1,0,0
750,750,147,jazz,,new,peaceful,negative,1,0,0
751,751,128,R&B,英语,old,sad,positive,1,0,0
752,752,107,dance,英语,new,peaceful,positive,1,0,0
753,753,104,pop,国语,new,happy,positive,1,0,0
754,754,88,R&B,英语,new,peaceful,positive,1,0,0
755,755,84,R&B,韩语,new,happy,negative,1,0,0
756,756,128,,国语,new,happy,positive,1,0,0
757,757,131,soundtrack,其他,,sad,positive,1,0,0
758,758,135,dance,韩语,new,mad,negative,1,0,0
759,759,64,pop,韩语,new,happy,positive,1,0,0
760,760,125,pop,国语,new,sad,positive,1,0,0
761,761,140,dance,,old,sad,negative,1,0,0
762,762,130,jazz,韩语,old,peaceful,positive,1,0,0
763,763,64,pop,其他,new,sad,negative,1,0,0
764,764,106,R&B,英语,,happy,negative,1,0,0
765,765,88,soundtrack,,new,peaceful,positive,1,0,0
766,766,135,soundtrack,韩语,new,peaceful,negative,1,0,0
767,767,148,dance,,new,mad,negative,1,0,0
768,768,77,soundtrack,韩语,old,peaceful,positive,1,0,0
769,769,93,jazz,国语,,sad,negative,1,0,0
770,770,87,pop,日语,,happy,negative,1,0,0
771,771,120,pop,日语,,peaceful,negative,1,0,0
772,772,72,jazz,英语,new,peaceful,negative,1,0,0
773,773,90,,,old,sad,negative,1,0,0
774,774,61,jazz,其他,old,peaceful,negative,1,0,0
775,775,120,jazz,英语,new,peaceful,negative,1,0,0
776,776,105,soundtrack,日语,,peaceful,positive,1,0,0
777,777,118,dance,其他,,peaceful,negative,1,0,0
778,778,114,,韩语,old,sad,negative,1,0,0
779,779,64,jazz,其他,,peaceful,negative,1,0,0
780,780,78,soundtrack,国语,old,peaceful,negative,1,0,0
781,781,124,dance,其他,,sad,positive,1,0,0
782,782,79,jazz,日语,new,mad,positive,1,0,0
783,783,102,,国语,,happy,positive,1,0,0
784,784,88,soundtrack,其他,old,peaceful,positive,1,0,0
785,785,68,jazz,国语,,peaceful,negative,1,0,0
786,786,147,jazz,英语,new,mad,negative,1,0,0
787,787,149,jazz,国语,,mad,positive,1,0,0
788,788,69,R&B,国语,old,happy,positive,1,0,0
789,789,109,pop,英语,new,sad,negative,1,0,0
790,790,110,dance,日语,new,peaceful,negative,1,0,0
791,791,69,pop,国语,,happy,negative,1,0,0
792,792,75,,日语,,mad,negative,1,0,0
793,793,83,dance,英语,old,sad,negative,1,0,0
794,794,101,R&B,韩语,new,mad,positive,1,0,0
795,795,131,pop,日语,,mad,positive,1,0,0
796,796,138,R&B,,old,mad,negative,1,0,0
797,797,129,soundtrack,英语,new,mad,positive,1,0,0
798,798,80,,英语,old,happy,negative,1,0,0
799,799,104,pop,日语,old,peaceful,negative,1,0,0
800,800,133,jazz,韩语,new,happy,negative,1,0,0
801,801,135,dance,英语,,happy,positive,1,0,0
802,802,133,,韩语,new,sad,positive,1,0,0
803,803,117,R&B,英语,old,peaceful,positive,1,0,0
804,804,99,dance,其他,new,peaceful,negative,1,0,0
805,805,107,dance,英语,new,sad,negative,1,0,0
806,806,128,jazz,其他,new,mad,negative,1,0,0
807,807,91,jazz,国语,,peaceful,negative,1,0,0
808,808,128,soundtrack,国语,,mad,positive,1,0,0
809,809,120,pop,其他,old,happy,negative,1,0,0
810,810,144,pop,国语,,happy,positive,1,0,0
811,811,99,pop,韩语,,happy,positive,1,0,0
812,812,85,R&B,韩语,,sad,negative,1,0,0
813,813,139,jazz,,,sad,positive,1,0,0
814,814,63,R&B,国语,,happy,positive,1,0,0
815,815,85,,其他,,mad,negative,1,0,0
816,816,104,pop,其他,,peaceful,negative,1,0,0
817,817,69,,英语,new,peaceful,positive,1,0,0
818,818,135,pop,国语,old,mad,negative,1,0,0
819,819,147,jazz,韩语,new,sad,positive,1,0,0
820,820,126,pop,其他,,peaceful,positive,1,0,0
821,821,75,soundtrack,,old,mad,negative,1,0,0
822,822,84,jazz,日语,,sad,positive,1,0,0
823,823,76,,韩语,new,sad,positive,1,0,0
824,824,84,R&B,,old,sad,positive,1,0,0
825,825,138,dance,,old,mad,negative,1,0,0
826,826,107,dance,日语,new,peaceful,positive,1,0,0
827,827,104,R&B,其他,,sad,positive,1,0,0
828,828,134,soundtrack,英语,,happy,negative,1,0,0
829,829,148,jazz,其他,,peaceful,negative,1,0,0
830,830,88,dance,其他,old,sad,positive,1,0,0
831,831,137,soundtrack,国语,,happy,positive,1,0,0
832,832,97,pop,国语,,happy,positive,1,0,0
833,833,81,dance,韩语,old,happy,negative,1,0,0
834,834,147,jazz,,new,peaceful,negative,1,0,0
835,835,125,pop,其他,old,sad,positive,1,0,0
836,836,122,jazz,韩语,new,happy,negative,1,0,0
837,837,131,,日语,new,happy,positive,1,0,0
838,838,72,jazz,其他,old,mad,negative,1,0,0
839,839,72,R&B,国语,,peaceful,positive,1,0,0
840,840,95,R&B,日语,new,mad,negative,1,0,0
841,841,76,soundtrack,韩语,,sad,positive,1,0,0
842,842,143,,韩语,old,happy,negative,1,0,0
843,843,109,soundtrack,其他,new,peaceful,positive,1,0,0
844,844,80,R&B,国语,new,mad,positive,1,0,0
845,845,111,soundtrack,英语,old,peaceful,negative,1,0,0
846,846,62,soundtrack,其他,old,happy,negative,1,0,0
847,847,126,R&B,国语,new,peaceful,positive,1,0,0
848,848,102,dance,日语,old,mad,positive,1,0,0
849,849,139,,英语,,mad,negative,1,0,0
850,850,103,,日语,new,peaceful,negative,1,0,0
851,851,124,dance,英语,,peaceful,positive,1,0,0
852,852,123,jazz,韩语,old,mad,negative,1,0,0
853,853,88,jazz,其他,new,mad,negative,1,0,0
854,854,104,R&B,英语,old,peaceful,positive,1,0,0
855,855,130,pop,国语,,mad,negative,1,0,0
856,856,63,R&B,日语,old,peaceful,negative,1,0,0
857,857,64,R&B,,new,peaceful,negative,1,0,0
858,858,146,dance,,new,peaceful,positive,1,0,0
859,859,134,soundtrack,,new,sad,positive,1,0,0
860,860,118,pop,英语,old,happy,negative,1,0,0
861,861,138,soundtrack,国语,old,mad,negative,1,0,0
862,862,83,jazz,英语,,sad,negative,1,0,0
863,863,113,,韩语,old,happy,positive,1,0,0
864,864,86,jazz,韩语,new,happy,positive,1,0,0
865,865,72,pop,英语,,happy,negative,1,0,0
866,866,106,pop,,old,sad,positive,1,0,0
867,867,139,soundtrack,,new,mad,positive,1,0,0
868,868,64,jazz,国语,,happy,negative,1,0,0
869,869,83,,其他,,happy,negative,1,0,0
870,870,148,jazz,日语,new,peaceful,negative,1,0,0
871,871,136,soundtrack,,,happy,positive,1,0,0
872,872,146,,,new,happy,positive,1,0,0
873,873,65,R&B,英语,new,mad,positive,1,0,0
874,874,119,jazz,英语,new,happy,negative,1,0,0
875,875,74,pop,日语,,happy,positive,1,0,0
876,876,131,jazz,日语,old,peaceful,positive,1,0,0
877,877,118,R&B,日语,new,mad,positive,1,0,0
878,878,117,jazz,,new,mad,negative,1,0,0
879,879,138,dance,其他,,peaceful,positive,1,0,0
880,880,131,,国语,old,sad,positive,1,0,0
881,881,85,,国语,new,sad,negative,1,0,0
882,882,103,R&B,英语,old,peaceful,positive,1,0,0
883,883,147,jazz,其他,,happy,positive,1,0,0
884,884,114,pop,,old,peaceful,negative,1,0,0
885,885,80,jazz,国语,old,peaceful,positive,1,0,0
886,886,84,jazz,日语,old,mad,negative,1,0,0
887,887,105,jazz,国语,new,happy,positive,1,0,0
888,888,146,pop,,,peaceful,positive,1,0,0
889,889,118,R&B,其他,new,sad,negative,1,0,0
890,890,92,dance,国语,new,mad,positive,1,0,0
891,891,107,,国语,new,peaceful,negative,1,0,0
892,892,82,pop,日语,old,peaceful,positive,1,0,0
893,893,129,pop,日语,,happy,positive,1,0,0
894,894,75,jazz,,new,peaceful,positive,1,0,0
895,895,142,jazz,,old,sad,negative,1,0,0
896,896,95,pop,国语,,sad,positive,1,0,0
897,897,73,jazz,,new,peaceful,positive,1,0,0
898,898,73,jazz,其他,old,happy,negative,1,0,0
899,899,136,R&B,日语,old,sad,negative,1,0,0
900,900,68,jazz,,new,peaceful,negative,1,0,0
901,901,126,R&B,英语,,mad,positive,1,0,0
902,902,77,dance,英语,old,happy,positive,1,0,0
903,903,87,dance,日语,,happy,negative,1,0,0
904,904,100,R&B,英语,,sad,positive,1,0,0
905,905,113,,韩语,old,happy,positive,1,0,0
906,906,138,R&B,英语,old,sad,positive,1,0,0
907,907,148,dance,国语,new,mad,positive,1,0,0
908,908,75,,韩语,,mad,negative,1,0,0
909,909,94,pop,其他,,peaceful,negative,1,0,0
910,910,89,dance,,,sad,negative,1,0,0
911,911,124,jazz,韩语,old,sad,positive,1,0,0
912,912,135,R&B,其他,,happy,negative,1,0,0
913,913,87,soundtrack,韩语,new,mad,positive,1,0,0
914,914,149,dance,日语,,sad,negative,1,0,0
915,915,88,R&B,国语,old,mad,positive,1,0,0
916,916,67,pop,英语,,sad,positive,1,0,0
917,917,138,soundtrack,英语,,peaceful,positive,1,0,0
918,918,144,jazz,国语,,happy,positive,1,0,0
919,919,76,pop,其他,old,mad,negative,1,0,0
920,920,142,dance,国语,,sad,positive,1,0,0
921,921,84,R&B,其他,old,mad,positive,1,0,0
922,922,92,dance,其他,old,peaceful,positive,1,0,0
923,923,60,dance,国语,,sad,positive,1,0,0
924,924,85,jazz,英语,old,peaceful,negative,1,0,0
925,925,78,dance,,new,peaceful,negative,1,0,0
926,926,142,dance,其他,,mad,negative,1,0,0
927,927,110,pop,,new,happy,positive,1,0,0
928,928,113,R&B,日语,old,peaceful,negative,1,0,0
929,929,96,dance,韩语,new,happy,positive,1,0,0
930,930,148,soundtrack,其他,,mad,positive,1,0,0
931,931,121,pop,其他,new,happy,negative,1,0,0
932,932,148,R&B,,old,happy,positive,1,0,0
933,933,115,R&B,日语,old,sad,positive,1,0,0
934,934,89,dance,,new,sad,positive,1,0,0
935,935,83,soundtrack,英语,,mad,negative,1,0,0
936,936,100,R&B,英语,new,peaceful,negative,1,0,0
937,937,133,pop,英语,old,peaceful,negative,1,0,0
938,938,109,R&B,日语,old,sad,positive,1,0,0
939,939,128,,其他,new,sad,negative,1,0,0
940,940,129,soundtrack,日语,,mad,positive,1,0,0
941,941,101,dance,日语,new,happy,positive,1,0,0
942,942,103,jazz,英语,old,mad,negative,1,0,0
943,943,67,R&B,韩语,new,happy,positive,1,0,0
944,944,73,soundtrack,国语,old,sad,positive,1,0,0
945,945,145,pop,国语,new,peaceful,negative,1,0,0
946,946,114,pop,,new,sad,negative,1,0,0
947,947,71,soundtrack,英语,,mad,negative,1,0,0
948,948,138,pop,英语,new,sad,negative,1,0,0
949,949,118,dance,韩语,,happy,positive,1,0,0
950,950,63,soundtrack,其他,,sad,positive,1,0,0
951,951,79,,日语,old,peaceful,negative,1,0,0
952,952,132,soundtrack,其他,,mad,negative,1,0,0
953,953,112,dance,英语,,happy,negative,1,0,0
954,954,113,dance,国语,new,peaceful,positive,1,0,0
955,955,143,R&B,其他,,mad,negative,1,0,0
956,956,71,,,new,peaceful,positive,1,0,0
957,957,109,pop,其他,,happy,positive,1,0,0
958,958,64,soundtrack,英语,old,happy,negative,1,0,0
959,959,125,soundtrack,日语,,peaceful,negative,1,0,0
960,960,89,,国语,new,peaceful,negative,1,0,0
961,961,127,pop,韩语,new,happy,negative,1,0,0
962,962,89,jazz,国语,old,mad,positive,1,0,0
963,963,120,,,,happy,positive,1,0,0
964,964,67,R&B,韩语,new,sad,positive,1,0,0
965,965,128,jazz,韩语,old,sad,negative,1,0,0
966,966,142,,英语,new,peaceful,negative,1,0,0
967,967,122,R&B,英语,old,mad,negative,1,0,0
968,968,79,jazz,韩语,old,peaceful,negative,1,0,0
969,969,84,jazz,,,sad,negative,1,0,0
970,970,64,soundtrack,其他,,sad,positive,1,0,0
971,971,132,R&B,韩语,new,sad,positive,1,0,0
972,972,122,soundtrack,韩语,old,mad,positive,1,0,0
973,973,145,dance,其他,old,peaceful,positive,1,0,0
974,974,109,jazz,英语,,peaceful,positive,1,0,0
975,975,81,dance,韩语,new,sad,negative,1,0,0
976,976,133,dance,国语,new,sad,positive,1,0,0
977,977,113,soundtrack,,old,mad,negative,1,0,0
978,978,120,pop,国语,old,happy,positive,1,0,0
979,979,106,jazz,,old,mad,negative,1,0,0
980,980,88,soundtrack,其他,new,mad,negative,1,0,0
981,981,122,pop,国语,old,sad,negative,1,0,0
982,982,109,dance,韩语,new,sad,positive,1,0,0
983,983,121,dance,,,mad,positive,1,0,0
984,984,120,pop,国语,,sad,positive,1,0,0
985,985,107,dance,其他,,peaceful,positive,1,0,0
986,986,101,R&B,英语,,mad,negative,1,0,0
987,987,130,R&B,国语,,sad,positive,1,0,0
988,988,108,pop,国语,old,mad,positive,1,0,0
989,989,86,soundtrack,国语,old,sad,negative,1,0,0
990,990,114,pop,其他,old,sad,negative,1,0,0
991,991,76,,韩语,new,mad,positive,1,0,0
992,992,116,dance,其他,old,happy,negative,1,0,0
993,993,80,,国语,new,happy,positive,1,0,0
994,994,115,soundtrack,日语,,mad,negative,1,0,0
995,995,83,pop,,old,happy,negative,1,0,0
996,996,137,R&B,其他,new,mad,positive,1,0,0
997,997,72,jazz,其他,old,mad,positive,1,0,0
998,998,130,dance,其他,,happy,positive,1,0,0
999,999,63,soundtrack,英语,new,happy,negative,1,0,0
1000,1000,143,R&B,其他,new,sad,positive,1,0,0
1001,1001,99,dance,国语,new,sad,negative,1,0,0
1002,1002,125,R&B,英语,new,sad,negative,1,0,0
1003,1003,134,pop,韩语,,sad,positive,1,0,0
1004,1004,148,dance,日语,,happy,positive,1,0,0
1005,1005,117,pop,国语,old,sad,positive,1,0,0
1006,1006,140,soundtrack,日语,,mad,positive,1,0,0
1007,1007,146,R&B,韩语,old,peaceful,positive,1,0,0
1008,1008,100,soundtrack,英语,old,happy,positive,1,0,0
1009,1009,62,R&B,日语,,mad,negative,1,0,0
1010,1010,91,dance,国语,,sad,positive,1,0,0
1011,1011,92,dance,日语,old,sad,negative,1,0,0
1012,1012,91,R&B,英语,,mad,positive,1,0,0
1013,1013,142,pop,韩语,new,peaceful,negative,1,0,0
1014,1014,61,dance,国语,old,peaceful,positive,1,0,0
1015,1015,82,dance,英语,old,happy,negative,1,0,0
1016,1016,128,,,new,mad,negative,1,0,0
1017,1017,139,dance,其他,new,mad,positive,1,0,0
1018,1018,104,pop,国语,,happy,negative,1,0,0
1019,1019,105,pop,国语,new,peaceful,positive,1,0,0
1020,1020,114,jazz,日语,old,mad,negative,1,0,0
1021,1021,68,jazz,日语,,sad,positive,1,0,0
1022,1022,105,,日语,,mad,positive,1,0,0
1023,1023,131,R&B,日语,new,peaceful,positive,1,0,0
1024,1024,110,pop,其他,new,happy,negative,1,0,0
1025,1025,80,,其他,old,happy,negative,1,0,0
1026,1026,127,R&B,韩语,new,sad,negative,1,0,0
1027,1027,60,R&B,其他,old,happy,negative,1,0,0
1028,1028,106,jazz,其他,old,mad,negative,1,0,0
1029,1029,147,dance,国语,new,sad,positive,1,0,0
1030,1030,90,dance,英语,,mad,negative,1,0,0
1031,1031,67,R&B,韩语,old,happy,negative,1,0,0
1032,1032,63,,,old,peaceful,positive,1,0,0
1033,1033,71,R&B,日语,old,sad,negative,1,0,0
1034,1034,97,R&B,其他,old,mad,negative,1,0,0
1035,1035,78,,韩语,old,happy,negative,1,0,0
1036,1036,112,,其他,new,mad,negative,1,0,0
1037,1037,103,dance,其他,old,peaceful,negative,1,0,0
1038,1038,80,R&B,韩语,new,peaceful,positive,1,0,0
1039,1039,97,R&B,国语,,happy,positive,1,0,0
1040,1040,81,soundtrack,韩语,old,happy,negative,1,0,0
1041,1041,75,pop,其他,,happy,positive,1,0,0
1042,1042,99,dance,,,happy,positive,1,0,0
1043,1043,90,jazz,国语,new,sad,positive,1,0,0
1044,1044,112,dance,韩语,,mad,negative,1,0,0
1045,1045,99,dance,英语,,peaceful,positive,1,0,0
