,type,goods_whole_sale,video_like,video_comment,video_forward,bgm,bpm,genre,language,public_time,attitude,emotion
216,服装类,52.0,0.0,0.0,0.0,女孩子都是神明掉人间的可爱鬼 - 芮宝,123.046875,WorldMusic,其他,2020/7/14,,sad
217,服装类,5.0,0.0,0.0,0.0,捉泥鳅 (Live) - 庄心妍,107.6660156,rock,国语,2014/5/5,positive,sad
218,服装类,44.0,0.0,0.0,0.0,此情一直在心间 - 花姐,99.38401442,Pop,国语,2020/5/14,positive,happy
219,服装类,28.0,0.0,0.0,0.0,"Luv(sic.), Pt. 3 - Nujabes、Shing02",95.703125,Soundtrack,英语,2006/4/10,negative,happy
220,服装类,18.0,0.0,0.0,0.0,一寒辞 - 音阙诗听、流芒菌,129.1992188,hiphop,,,,sad
221,服装类,1700.0,0.0,0.0,0.0,水墨丹青 (Live) - 李玉刚,83.35433468,hiphop,,,,peaceful
222,服装类,130.0,0.0,0.0,0.0,热火斯卡拉 (DJ版) - 艾妞姐姐,129.1992188,hiphop,,,,happy
223,服装类,57.0,0.0,0.0,0.0,울고 싶지 않아 (Don't Wanna Cry) (不想哭) - SEVENTEEN,99.38401442,classical,,,,happy
224,服装类,12.0,0.0,0.0,0.0,大大大 - 陈沈,151.99908090000002,hiphop,,,,happy
225,服装类,2.0,0.0,0.0,0.0,蔬菜沙拉 - 未知,117.4538352,Children,国语,2002/11/28,positive,mad
226,服装类,470.0,0.0,0.0,0.0,My Boyfriend Is Gay - Hailey Rowe,117.4538352,hiphop,,,,happy
227,服装类,259.0,0.0,0.0,0.0,愿得一人心 (钢琴版) - 赵海洋,184.5703125,EasyListening,纯音乐,2016/3/26,positive,sad
228,服装类,125.0,0.0,0.0,0.0,DDU-DU DDU-DU (DJ版) - 沐泽,129.1992188,pop,,,,happy
229,服装类,1340.0,0.0,0.0,0.0,微微 - 傅如乔,117.4538352,Dance,纯音乐,2020/7/14,negative,happy
230,服装类,6.0,0.0,0.0,0.0,浪子回头 (改编版) - 大石桥联盟,129.1992188,blues,,,positive,happy
231,服装类,515.0,0.0,0.0,0.0,点歌的人 (片段) - 小阿枫,78.30255682,blues,国语,2020/4/24,positive,happy
232,服装类,147.0,0.0,0.0,0.0,孤芳自赏 (改编版) - 网络歌手,86.1328125,rock,国语,,negative,happy
233,服装类,130.0,0.0,0.0,0.0,热火斯卡拉 - 艾妞姐姐,129.1992188,hiphop,其他,2019/7/16,positive,happy
234,服装类,1540.0,0.0,0.0,0.0,爱上一朵花 - 任立佳、吴瑶,95.703125,Pop,国语,2018/8/15,positive,happy
235,服装类,62.0,0.0,0.0,0.0,想见你想见你想见你 - 王俊凯、星火飞行器、Any安伟、王北车、叶子、逯通、郭锐,129.1992188,metal,,,,sad
236,服装类,57.0,0.0,0.0,0.0,울고 싶지 않아 (Don't Wanna Cry) - SEVENTEEN,99.38401442,classical,,,,happy
237,服装类,309.0,0.0,0.0,0.0,童话 - 未知,135.9991776,Pop,国语,2005/1/21,positive,sad
238,服装类,227.0,0.0,0.0,0.0,呼吸决定 (女声版片段) - 网络歌手,129.1992188,Pop,国语,2020/5/9,negative,sad
239,服装类,7.0,0.0,0.0,0.0,我是云南小姑娘 - 阿哪,161.49902340000003,Pop,国语,2017/5/25,positive,happy
240,服装类,502.0,0.0,0.0,0.0,感谢缘分让我们相遇 (片段) - DJ,129.1992188,hiphop,,,,sad
241,服装类,178.0,0.0,0.0,0.0,我爱你不问归期 - 未知,80.74951172,metal,国语,2020/4/17,positive,happy
242,服装类,392.0,0.0,0.0,0.0,太阳 - 程jiajia,123.046875,blues,国语,2019/9/24,positive,sad
243,服装类,1620.0,0.0,0.0,0.0,水墨丹青 - 李玉刚,83.35433468,hiphop,国语,2010/12/28,positive,peaceful
244,服装类,62.0,0.0,0.0,0.0,星月糖 (片段) - 黎林添娇,95.703125,Pop,国语,2020/5/16,negative,peaceful
245,服装类,1000.0,0.0,0.0,0.0,不变的音乐Jealousy - 承利,129.1992188,Pop,纯音乐,2020/5/6,positive,happy
246,服装类,21.0,0.0,0.0,0.0,大王叫我来巡山 - 母一帆,123.046875,Soundtrack,国语,2015/11/11,positive,happy
247,服装类,2.0,0.0,0.0,0.0,蔬菜沙拉 - 咕力咕力动画,117.4538352,Children,国语,2002/11/28,positive,mad
248,服装类,36.0,0.0,0.0,0.0,赤伶 (DJ耀仔版) - 未知,129.1992188,Pop,国语,2020/6/9,positive,happy
249,服装类,17.0,0.0,0.0,0.0,花都开了你来不来 (DJ何鹏版) - 艾丽娅琪琪格,151.99908090000002,hiphop,,,,peaceful
250,服装类,1702.0,0.0,0.0,0.0,爱久了才会懂 - 未知,83.35433468,Pop,国语,2018/3/27,positive,sad
251,服装类,5.0,0.0,0.0,0.0,妹妹你等着我 (DJ何鹏版) - 德惠他宝哥,99.38401442,hiphop,,,,happy
252,服装类,499.0,0.0,0.0,0.0,点歌的人 - 小阿枫,78.30255682,blues,国语,2020/3/21,positive,happy
253,服装类,865.0,0.0,0.0,0.0,旧梦一场 (DJ新南版) - 阿悠悠,129.1992188,hiphop,,,positive,sad
254,服装类,1850.0,0.0,0.0,0.0,想让全世界知道我爱你 (mix) - 兮涵、DJ泽安,129.1992188,Pop,国语,2017/2/22,positive,mad
255,服装类,22.0,0.0,0.0,0.0,口是心非 - 杨小壮、鹏鹏,112.3471467,Pop,国语,2020/3/2,positive,happy
256,服装类,3551.0,0.0,0.0,0.0,胆小鬼 (片段) - 小阿枫,112.3471467,blues,,,,sad
257,服装类,32.0,0.0,0.0,0.0,可不可以 - 张紫豪,135.9991776,Pop,国语,2018/5/3,positive,sad
258,服装类,406.0,0.0,0.0,0.0,爱情里没有谁对谁错 (Live片段) - 吉他的天空,89.10290948,metal,,,,happy
259,服装类,27.0,0.0,0.0,0.0,Time Back (抖音枪声版) - 未知,117.4538352,hiphop,国语,2019/11/10,,happy
260,服装类,102.0,0.0,0.0,0.0,烟雨蒙蒙 - 李茂山,89.10290948,Pop,国语,2001/3/1,positive,mad
261,服装类,324.0,0.0,0.0,0.0,你是空你是空 - 刘士鸣,161.49902340000003,Dance,国语,2020/6/23,negative,peaceful
262,服装类,225.0,0.0,0.0,0.0,呼吸决定 - 网络歌手,129.1992188,Pop,国语,2020/5/9,negative,happy
263,服装类,493.0,0.0,0.0,0.0,感谢缘分让我们相遇 - DJ,129.1992188,hiphop,国语,2000/10/6,positive,sad
264,服装类,2060.0,0.0,0.0,0.0,再度重相逢 (中四版) - 伍佰&China Blue,107.6660156,hiphop,,,,happy
265,服装类,375.0,0.0,0.0,0.0,有什么可惜（烟嗓版） - 张萨,107.6660156,Pop,国语,2020/5/16,negative,peaceful
266,服装类,17.0,0.0,0.0,0.0,花都开了你来不来 - 艾丽娅琪琪格,151.99908090000002,hiphop,国语,2020/5/19,positive,peaceful
267,服装类,96.0,0.0,0.0,0.0,单车 - 庄心妍,129.1992188,Pop,粤语,2001/3/29,positive,happy
268,服装类,72.0,0.0,0.0,0.0,凤凰展翅 (DJ小黑版) - 司徒兰芳、小黑,123.046875,hiphop,国语,2020/2/18,positive,mad
269,服装类,258.0,0.0,0.0,0.0,愿得一人心 - 赵海洋,95.703125,Pop,国语,2012/9/22,positive,sad
270,服装类,166.0,0.0,0.0,0.0,洪荒之力 (改版) - 沐泽,112.3471467,hiphop,纯音乐,2019/9/18,positive,happy
271,服装类,1090.0,0.0,0.0,0.0,The Cure - 泽亦龙,99.38401442,hiphop,英语,2017/4/16,positive,mad
272,服装类,4510.0,0.0,0.0,0.0,sans. - Toby Fox,129.1992188,hiphop,纯音乐,2015/9/15,positive,happy
273,服装类,3.0,0.0,0.0,0.0,风的季节 - 梦涵、梦涵,103.359375,Pop,粤语,2009/4/9,positive,happy
274,服装类,12.0,0.0,0.0,0.0,For the Damaged Coda - Blonde Redhead,143.5546875,country,纯音乐,2000/6/6,positive,sad
275,服装类,4.0,0.0,0.0,0.0,走江南 - 亦伊,89.10290948,Pop,国语,2017/10/12,positive,mad
276,服装类,988.0,0.0,0.0,0.0,情深深雨濛濛 (片段) - 鱼大仙儿,99.38401442,blues,,,,happy
277,服装类,8.0,0.0,0.0,0.0,灰姑娘 - 卓依婷,123.046875,Pop,国语,1994/6/1,negative,happy
278,服装类,147.0,0.0,0.0,0.0,孤芳自赏 - 网络歌手,86.1328125,rock,国语,2019/8/1,positive,happy
279,服装类,3.0,0.0,0.0,0.0,花雨落 - 任然,129.1992188,Pop,国语,2019/4/26,negative,mad
280,服装类,40.0,0.0,0.0,0.0,Where Is Your Love - J. Lisk,117.4538352,Dance,英语,2017/2/6,positive,peaceful
281,服装类,25.0,0.0,0.0,0.0,Time Back - 虞姬、圈妹,117.4538352,hiphop,纯音乐,2020/5/9,positive,happy
282,服装类,106.0,0.0,0.0,0.0,The D Machine (DJ版) - Croatia Squad,123.046875,hiphop,国语,2020/6/24,,happy
283,服装类,108.0,0.0,0.0,0.0,"1,2,3,4 (원,투,쓰리,포) - LEE HI",117.4538352,hiphop,,,negative,happy
284,服装类,324.0,0.0,0.0,0.0,想起了你 (片段) - 王恰恰,103.359375,pop,,,positive,happy
285,服装类,883.0,0.0,0.0,0.0,杨花落尽子规啼 - G2er、黄诗扶、国风堂,143.5546875,rock,国语,2019/5/23,positive,peaceful
286,服装类,316.0,0.0,0.0,0.0,大眼睛 - 梁红,123.046875,Pop,国语,2004/12/29,negative,mad
287,服装类,2009.0,0.0,0.0,0.0,再度重相逢 - 伍佰&China Blue,107.6660156,hiphop,国语,2000/10/6,positive,happy
288,服装类,333.0,0.0,0.0,0.0,其实我想说的还有很多 - 鱼大仙儿,129.1992188,blues,国语,2019/6/24,negative,peaceful
289,服装类,1303.0,0.0,0.0,0.0,宠护 - 王理文,83.35433468,Pop,国语,2018/7/27,positive,peaceful
290,服装类,4.0,0.0,0.0,0.0,三国恋 - Tank,75.99954044,metal,国语,2006/2/24,positive,happy
291,服装类,277.0,0.0,0.0,0.0,Another Day - C.A.R.L（칼）、RuDi,129.1992188,Soundtrack,韩语,2019/7/14,positive,mad
292,服装类,66.0,0.0,0.0,0.0,緊張 - 六三四,75.99954044,metal,国语,2019/9/9,positive,happy
293,服装类,155.0,0.0,0.0,0.0,我应该去爱你 (DJ版) - 兮姐,103.359375,Pop,纯音乐,2020/5/20,positive,happy
294,服装类,76.0,0.0,0.0,0.0,国王与乞丐 - 华晨宇、杨宗纬,73.828125,Pop,国语,2017/1/1,negative,happy
295,服装类,6.0,0.0,0.0,0.0,浪子回头 - 大石桥联盟,123.046875,Rock,闽南语,2017/7/28,positive,happy
296,服装类,1433.0,0.0,0.0,0.0,情歌虽老却动听 - 小阿龍,99.38401442,Pop,国语,2020/6/5,positive,happy
297,服装类,1720.0,0.0,0.0,0.0,嚣张 - en,107.6660156,blues,国语,2019/8/7,negative,sad
298,服装类,825.0,0.0,0.0,0.0,情歌虽老却动听 - 花姐,99.38401442,Pop,国语,2020/6/5,negative,happy
299,服装类,5.0,0.0,0.0,0.0,妹妹你等着我 - 德惠他宝哥,99.38401442,hiphop,国语,2020/6/10,positive,happy
300,服装类,988.0,0.0,0.0,0.0,情深深雨濛濛 - 鱼大仙儿,99.38401442,blues,国语,2001/3/1,negative,happy
301,服装类,1770.0,0.0,0.0,0.0,Oops - Little Mix、Charlie Puth,103.359375,Pop,英语,2016/11/18,positive,happy
302,服装类,500.0,0.0,0.0,0.0,青春里不知疲倦的向往 - 张茜,117.4538352,Pop,国语,2019/8/6,positive,sad
303,服装类,1850.0,0.0,0.0,0.0,想让全世界知道我爱你 - 兮涵、DJ泽安,129.1992188,Dance,国语,2017/8/30,positive,mad
304,服装类,27.0,0.0,0.0,0.0,只要你还需要我 (DJ何鹏版) - 小曼、何鹏,129.1992188,hiphop,,,,mad
305,服装类,65.0,0.0,0.0,0.0,野狼disco (粤语版片段) - 很美味,99.38401442,Rap/HipHop,国语,2019/9/2,positive,happy
306,服装类,329.0,0.0,0.0,0.0,点歌的人 - 黑妹,78.30255682,blues,国语,2020/3/21,positive,happy
307,服装类,39.0,0.0,0.0,0.0,渡情 (加快版DJ) - 左宏元、张慧清,123.046875,Dance,国语,2020/5/18,positive,happy
308,服装类,406.0,0.0,0.0,0.0,爱情里没有谁对谁错 - 吉他的天空,89.10290948,metal,国语,2008/1/29,negative,happy
309,服装类,58.0,0.0,0.0,0.0,容我自救 - 岑日珈,117.4538352,Pop,纯音乐,2020/4/25,positive,peaceful
310,服装类,22.0,0.0,0.0,0.0,MFBTY (Remix) - 肖宇帆,151.99908090000002,hiphop,,,,mad
311,服装类,10.0,0.0,0.0,0.0,Señorita - Shawn Mendes、Camila Cabello,135.9991776,Pop,英语,2020/1/17,positive,peaceful
312,服装类,118.0,0.0,0.0,0.0,伟大的肩膀 - 新旭,89.10290948,Rap/HipHop,国语,2011/9/20,negative,happy
313,服装类,3.0,0.0,0.0,0.0,상어를 사랑한 인어 (爱上鲨鱼的人鱼) - 赵冠宇,92.28515625,country,韩语,2005/12/23,positive,happy
314,服装类,150.0,0.0,0.0,0.0,走着走着花就开了 - 卓舒晨,103.359375,Pop,国语,2018/12/15,positive,happy
315,服装类,37.0,0.0,0.0,0.0,风筝误 - 刘珂矣,151.99908090000002,Pop,国语,2016/1/5,positive,happy
316,服装类,166.0,0.0,0.0,0.0,洪荒之力 - 沐泽,112.3471467,hiphop,纯音乐,2018/11/23,positive,happy
317,服装类,1.0,0.0,0.0,0.0,大天蓬 - 有幸来过,78.30255682,Pop,国语,2020/1/19,negative,peaceful
318,服装类,12.0,0.0,0.0,0.0,酒醉的蝴蝶 - 崔伟立,151.99908090000002,hiphop,国语,2019/8/7,negative,happy
319,服装类,554.0,0.0,0.0,0.0,两个世界 (片段) - 张茜,86.1328125,blues,,,,sad
320,服装类,19.0,0.0,0.0,0.0,只宠你一人 - 张厦、曾媛媛,103.359375,Pop,国语,2018/2/8,positive,mad
321,服装类,155.0,0.0,0.0,0.0,我应该去爱你 - 兮姐,103.359375,Pop,国语,2012/8/24,positive,happy
322,服装类,83.0,0.0,0.0,0.0,天也不懂情 - 馒小蛮同学,151.99908090000002,Pop,国语,2020/3/5,positive,happy
323,服装类,1301.0,0.0,0.0,0.0,爱情错觉 (DJ小鱼儿版) - 半吨兄弟,129.1992188,hiphop,,,,sad
324,服装类,67.0,0.0,0.0,0.0,下山 - 要不要买菜,83.35433468,Pop,国语,2020/7/15,positive,happy
325,服装类,707.0,0.0,0.0,0.0,正宗老王 (片段) - 最佳男配角,92.28515625,jazz,,,,mad
326,服装类,252.0,0.0,0.0,0.0,只要你过得比我好 - 群星,80.74951172,Pop,国语,1989/2/1,positive,happy
327,服装类,1410.0,0.0,0.0,0.0,蜗牛与黄鹂鸟 - 卓依婷,129.1992188,Pop,国语,1997/9/7,positive,mad
328,服装类,576.0,0.0,0.0,0.0,And The Winner Is - Gérard Darmon,143.5546875,Pop,法语,2008/12/9,negative,sad
329,服装类,3.0,0.0,0.0,0.0,凉凉 - 杨宗纬、张碧晨,73.828125,Soundtrack,国语,2017/2/18,negative,happy
330,服装类,3420.0,0.0,0.0,0.0,小雨と君 (小雨和你) - 荒木毬菜,143.5546875,country,,,,peaceful
331,服装类,2900.0,0.0,0.0,0.0,下个路口见 - 未知,99.38401442,hiphop,,,,happy
332,服装类,104.0,0.0,0.0,0.0,最快换装舞 (DJ版) - 刘士鸣,161.49902340000003,Dance,纯音乐,2020/6/29,positive,peaceful
333,服装类,281.0,0.0,0.0,0.0,我的天空 (加长版) - 刘至佳,117.4538352,Soundtrack,国语,2013/6/14,negative,happy
334,服装类,756.0,0.0,0.0,0.0,不配怀念 - 熊婷婷,129.1992188,Dance,国语,2020/3/24,negative,happy
335,服装类,18.0,0.0,0.0,0.0,胖子多棒 (女声版片段) - 网络歌手,129.1992188,blues,国语,2020/6/12,positive,happy
336,服装类,34.0,0.0,0.0,0.0,让我做你的眼睛 (弹鼓版)(DJ王雨笙版) - 子芮,129.1992188,Pop,国语,2020/4/7,negative,sad
337,服装类,331.0,0.0,0.0,0.0,欢喜就好 - 陈雷,129.1992188,Pop,闽南语,1994/4/1,positive,happy
338,服装类,240.0,0.0,0.0,0.0,鬼迷心窍 - 师硕晗,60.09265988,Pop,国语,2003/3/14,positive,happy
339,服装类,160.0,0.0,0.0,0.0,Wild (Perfect Mix) - 王雨笙,107.6660156,Electronica,英语,2017/1/20,negative,mad
340,服装类,124.0,0.0,0.0,0.0,黯 (伴奏) - 枫聆,78.30255682,Rap/HipHop,纯音乐,2020/4/18,positive,peaceful
341,服装类,2152.0,0.0,0.0,0.0,금요병 - 达多,103.359375,Alternative,韩语,2017/7/17,negative,sad
342,服装类,169.0,0.0,0.0,0.0,爱成叹息 (DJ邱国新版) - 冷漠、杨小曼、邱国新,135.9991776,rock,,,,happy
343,服装类,2.0,0.0,0.0,0.0,Breath - pluko、pronouncedyea,135.9991776,rock,韩语,2020/6/28,positive,happy
344,服装类,8.0,0.0,0.0,0.0,漫步人生路 - 邓丽君、汪金金先生鸭,89.10290948,Pop,粤语,2020/7/10,positive,happy
345,服装类,1610.0,0.0,0.0,0.0,星月糖 - 黎林添娇,95.703125,Pop,国语,2020/5/16,positive,peaceful
346,服装类,6224.0,0.0,0.0,0.0,梅花泪 (并四版) - 孙嫣然,161.49902340000003,Pop,国语,2016/7/25,negative,sad
347,服装类,3.0,0.0,0.0,0.0,Lollipop (Karaoke Version) - Vee Sing Zone,99.38401442,Pop,纯音乐,2017/1/15,positive,happy
348,服装类,42.0,0.0,0.0,0.0,黄梅戏 (DJ Candy版) - 慕容晓晓、Candy,129.1992188,hiphop,,,,mad
349,服装类,47.0,0.0,0.0,0.0,你是上天给我的礼物 (DJ何鹏版) - 星月组合,112.3471467,Pop,国语,2016/5/12,positive,mad
350,服装类,468.0,0.0,0.0,0.0,我和你 - 皮卡丘多多,135.9991776,Pop,国语,2020/5/1,negative,peaceful
351,服装类,160.0,0.0,0.0,0.0,Wild - 王雨笙,107.6660156,Electronica,英语,2017/1/20,negative,happy
352,服装类,304.0,0.0,0.0,0.0,疯狂爱爱爱 (广场舞) - 慕容晓晓、办桌二人组,129.1992188,hiphop,,,,happy
353,服装类,1110.0,0.0,0.0,0.0,白天的月亮 (广场舞) - 春花秋月,117.4538352,hiphop,国语,2016/1/5,positive,happy
354,服装类,4840.0,0.0,0.0,0.0,最美的伤口 (Live片段) - 张禾禾、大石桥联盟蓝天晨、雨萱、北北,92.28515625,blues,,,,sad
355,服装类,81.0,0.0,0.0,0.0,无言的结局 - 杜晓峰、郭芷伲,135.9991776,Pop,国语,1998/11/2,negative,happy
356,服装类,125.0,0.0,0.0,0.0,我多想回到那个夏天 - 虞姬、圈妹,123.046875,Soundtrack,纯音乐,2020/6/1,positive,sad
357,服装类,17.0,0.0,0.0,0.0,Treasure boy - 沈偌曦,129.1992188,Rap/HipHop,国语,2019/8/6,positive,mad
358,服装类,6749.0,5.0,0.0,0.0,你莫走 (DJ版) - 山水组合,117.4538352,hiphop,国语,2020/4/29,positive,happy
359,服装类,37.0,0.0,0.0,0.0,Brad Breeck - 怪诞小镇op.音乐盒版 - 之乐而乐,135.9991776,country,,,,sad
360,服装类,36.0,0.0,0.0,0.0,情难渡 - 文静,135.9991776,hiphop,国语,2019/8/22,negative,happy
361,服装类,48.0,0.0,0.0,0.0,点歌的人 - 黄玉娇,78.30255682,blues,国语,2020/3/21,positive,happy
362,服装类,50.0,0.0,0.0,0.0,男人花 (片段) - 张茜,69.83741554,Pop,国语,2015/1/7,positive,happy
363,服装类,568.0,0.0,0.0,0.0,一晃就老了 (DJ版) - 民工乞哥,129.1992188,hiphop,国语,2017/9/20,negative,happy
364,服装类,460.0,0.0,0.0,0.0,情花几时开 (DJheap九天版) - 魏新雨,117.4538352,Pop,国语,2020/1/8,negative,happy
365,服装类,6749.0,7.0,0.0,0.0,爱 存在 (DJ版) - 未知,123.046875,hiphop,,,negative,happy
366,服装类,34.0,0.0,0.0,0.0,让我做你的眼睛 - 子芮,129.1992188,Pop,国语,2018/8/27,negative,sad
367,服装类,70.0,0.0,0.0,0.0,三大烟嗓音网红pk《狂浪》这首歌!谁的最狂浪? - 未知,117.4538352,Pop,国语,2018/12/5,,mad
368,服装类,5.0,0.0,0.0,0.0,白狐 - 小阿枫,66.25600962,Pop,国语,2007/10/28,positive,happy
369,服装类,26.0,0.0,0.0,0.0,今夜我一个人醉 - 徐婧,86.1328125,Pop,国语,2018/10/15,positive,happy
370,服装类,1830.0,0.0,0.0,0.0,"以前打扰了,以后不会了 (DJ版) - 黄静美",129.1992188,hiphop,国语,2019/5/7,negative,happy
371,服装类,6749.0,21.0,0.0,2.0,你莫走 (DJ版) - 山水组合,117.4538352,hiphop,,,positive,happy
372,服装类,7.0,0.0,0.0,0.0,处处吻 - 杨千嬅,117.4538352,country,粤语,2004/12/1,positive,happy
373,服装类,48.0,0.0,0.0,0.0,Love Story (2015 1989世界巡回演唱会悉尼站) - Taylor Swift,123.046875,rock,,,,happy
374,服装类,6.0,0.0,0.0,0.0,万有引力 (片段) - 原来是萝卜丫,92.28515625,blues,,,,peaceful
375,服装类,34.0,0.0,0.0,0.0,High Emotions - El Regalo De Silvia,172.265625,Jazz,纯音乐,1994/1/2,positive,peaceful
376,服装类,41.0,0.0,0.0,0.0,黄梅戏 - 慕容晓晓,129.1992188,hiphop,国语,2010/9/10,positive,mad
377,服装类,237.0,0.0,0.0,0.0,桃花朵朵开 - 你的九儿,129.1992188,Pop,国语,2006/1/1,positive,happy
378,服装类,582.0,0.0,0.0,0.0,总在一瞬间长大 (DJ版) - 韩子曦,161.49902340000003,rock,,,,happy
379,服装类,6749.0,19.0,2.0,2.0,你莫走 (DJ版) - 山水组合,117.4538352,hiphop,,,positive,happy
380,服装类,129.0,0.0,0.0,0.0,凤凰花开的路口 - 师硕晗,135.9991776,Pop,国语,2008/7/24,positive,sad
381,服装类,40.0,0.0,0.0,0.0,雨过之后 (DJ女声版片段) - DJ,129.1992188,Dance,国语,2020/7/8,,sad
382,服装类,304.0,0.0,0.0,0.0,疯狂爱爱爱 - 慕容晓晓、办桌二人组,129.1992188,hiphop,国语,2013/1/1,positive,happy
383,服装类,1100.0,0.0,0.0,0.0,感官先生 (片段) - 戴羽彤,107.6660156,Pop,国语,2019/7/5,negative,sad
384,服装类,202.0,0.0,0.0,0.0,大王叫我来巡山 - 流浪的蛙蛙,123.046875,Soundtrack,国语,2015/11/11,positive,happy
385,服装类,14000.0,0.0,0.0,0.0,好喜欢你 - 王广允,92.28515625,rock,国语,2019/4/9,positive,mad
386,服装类,1290.0,0.0,0.0,0.0,小小新娘花 (广场舞) - 云菲菲,161.49902340000003,hiphop,,,,happy
387,服装类,81.0,0.0,0.0,0.0,能被抢走的都是垃圾 - 69,129.1992188,Dance,纯音乐,2020/5/11,positive,sad
388,服装类,154.0,0.0,0.0,0.0,Come On - Turtles,123.046875,Pop,英语,2018/3/23,,sad
389,服装类,456.0,0.0,0.0,0.0,情花几时开 - 魏新雨,117.4538352,Pop,国语,2020/1/8,negative,happy
390,服装类,195.0,0.0,0.0,0.0,棉花糖 - 黑崎子,129.1992188,hiphop,,,,happy
391,服装类,6.0,0.0,0.0,0.0,大笨钟 (片段) - Zealot周星星,123.046875,blues,国语,2020/6/12,negative,happy
392,服装类,4.0,0.0,0.0,0.0,包容 - 思思,112.3471467,country,国语,2010/7/29,positive,happy
393,服装类,201.0,0.0,0.0,0.0,Kimi No Toriko (抖音完整原版) - 未知,103.359375,Pop,纯音乐,2020/5/27,positive,happy
394,服装类,129.0,0.0,0.0,0.0,点歌的人 - 吉么哈布,78.30255682,blues,国语,2020/3/21,positive,happy
395,服装类,234.0,0.0,0.0,0.0,微笑吧 (DJ版片段) - 香子,129.1992188,hiphop,国语,2020/4/8,positive,happy
396,服装类,140.0,0.0,0.0,0.0,两个世界 (DJ版) - 杨小壮,123.046875,Pop,国语,2020/4/29,positive,happy
397,服装类,9.0,0.0,0.0,0.0,暗里着迷 - 吉他的天空,89.10290948,metal,粤语,2020/6/5,positive,happy
398,服装类,2.0,0.0,0.0,0.0,Seven Sticks of Dynamite - AWOLNATION,143.5546875,Alternative,英语,2018/2/2,negative,happy
399,服装类,2.0,0.0,0.0,0.0,一秒变身九尾狐 (DJ版) - 安筱冷,123.046875,Pop,纯音乐,2019/10/10,positive,happy
400,服装类,168.0,0.0,0.0,0.0,恨在今天再相遇 - 童丽,103.359375,Pop,粤语,1991/1/8,negative,sad
401,服装类,1570.0,0.0,0.0,0.0,嚣张 (DJ弹鼓版) - 猫小凯、王雨笙,129.1992188,Dance,英语,2018/4/18,positive,sad
402,服装类,96.0,0.0,0.0,0.0,只要为你活一天 - 黄英华,86.1328125,Soundtrack,纯音乐,2004/12/17,positive,sad
403,服装类,31.0,0.0,0.0,0.0,동거 - 秋天假期,117.4538352,Pop,韩语,2010/10/7,positive,peaceful
404,服装类,30.0,0.0,0.0,0.0,即兴freestyle (Live) - 颜人中、Tizzy T、艾福杰尼、余佳运、Vinida万妮达,112.3471467,blues,,,,happy
405,服装类,281.0,0.0,0.0,0.0,我的天空 - 刘至佳,117.4538352,Soundtrack,国语,2013/6/14,positive,happy
406,服装类,5040.0,0.0,0.0,0.0,阳光彩虹小白马 - 大张伟,95.703125,Pop,国语,2018/5/18,positive,mad
407,服装类,30.0,0.0,0.0,0.0,Pop It In 2 - MADE IN HEIGHTS,117.4538352,Pop,英语,2017/3/6,negative,sad
408,服装类,60.0,0.0,0.0,0.0,野狼disco - 很美味,99.38401442,Rap/HipHop,国语,2019/9/2,positive,sad
409,服装类,41.0,0.0,0.0,0.0,成都 - 李雨婷,184.5703125,blues,国语,2016/12/21,positive,sad
410,服装类,43.0,0.0,0.0,0.0,DDU-DU DDU-DU (Japanese Ver.) - BLACKPINK,92.28515625,pop,英语,2020/6/19,,mad
411,服装类,3950.0,0.0,0.0,0.0,赤伶 - 等什么君,95.703125,hiphop,国语,2018/9/27,negative,happy
412,服装类,1870.0,0.0,0.0,0.0,18 Mne Uzhe (重置版) - ai8,129.1992188,hiphop,纯音乐,2019/11/14,positive,mad
413,服装类,210.0,0.0,0.0,0.0,여행  - 未知,129.1992188,Pop,韩语,2018/5/24,positive,happy
414,服装类,2089.0,0.0,0.0,0.0,不是所有人都会值得等 - 一只舟,151.99908090000002,Pop,国语,2018/11/4,positive,sad
415,服装类,22000.0,7.0,1.0,0.0,赤伶 - 等什么君,151.99908090000002,hiphop,国语,2019/7/17,negative,mad
416,服装类,22000.0,793.0,25.0,2.0,赤伶 - 等什么君,151.99908090000002,hiphop,国语,2019/7/17,negative,mad
417,服装类,22000.0,14.0,0.0,0.0,莫问归期 - 蒋雪儿,143.5546875,country,国语,2019/8/22,positive,peaceful
418,服装类,22000.0,28.0,4.0,4.0,爱江山更爱美人 (Live) - 小阿枫,151.99908090000002,blues,国语,2019/8/26,negative,sad
419,服装类,22000.0,37.0,1.0,2.0,赤伶 - 等什么君,151.99908090000002,hiphop,国语,2019/7/17,negative,mad
420,服装类,22000.0,102.0,5.0,10.0,爱江山更爱美人 (Live) - 小阿枫,151.99908090000002,blues,国语,2019/8/26,negative,sad
421,服装类,22000.0,662.0,111.0,34.0,爱江山更爱美人 (Live) - 小阿枫,151.99908090000002,blues,,,negative,sad
422,服装类,22000.0,107000.0,5428.0,5487.0,爱江山更爱美人 (Live) - 小阿枫,151.99908090000002,blues,,,negative,sad
423,服装类,13000.0,979.0,105.0,20.0,你是我永远的痛 (DJ何鹏版) - 陈瑞、崔伟立、何鹏,129.1992188,hiphop,国语,2018/5/30,negative,happy
424,服装类,13000.0,162.0,4.0,0.0,你是我永远的痛 (DJ何鹏版) - 陈瑞、崔伟立、何鹏,129.1992188,hiphop,国语,2018/5/30,negative,happy
